"Site","Date","Block","Plot","N","P","Micro","K+","Point","Vertical","FieldCode","FieldName","Hits","USDA_Symbol","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,21,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",2,10,1,1,1,1,22,1,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,23,1,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,23,2,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,24,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",2,10,1,1,1,1,25,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,25,2,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,26,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",2,10,1,1,1,1,27,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",2,10,1,1,1,1,28,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,28,2,"PHPU5","Phlox pulvinata",1,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,29,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,29,2,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,30,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",2,10,1,1,1,1,31,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",2,10,1,1,1,1,32,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,33,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,33,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,34,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,34,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,35,1,"SELA","Sedum lanceolatum",1,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,35,2,"PHPU5","Phlox pulvinata",1,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,35,3,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,36,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,36,2,"LUSP4","Luzula spicata",1,"LUSP4","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,37,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,38,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,38,2,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,39,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,40,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,41,1,"LUSP4","Luzula spicata",1,"LUSP4","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,42,1,"LUSP4","Luzula spicata",1,"LUSP4","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,42,2,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,42,3,"ARSC","Artemisia scopulorum",1,"ARSC","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,43,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,44,1,"SELA","Sedum lanceolatum",1,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,45,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,45,2,"SELA","Sedum lanceolatum",1,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,46,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,46,2,"PHPU5","Phlox pulvinata",1,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,47,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,47,2,"MIOB2","Minuartia obtusiloba",1,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,48,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,48,2,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,48,3,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,49,1,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,50,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",2,10,1,1,1,1,51,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,51,2,"SOMU","Solidago multiradiata",1,"SOMU","Solidago multiradiata Aiton","Rocky Mountain goldenrod","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,52,1,"MIOB2","Minuartia obtusiloba",1,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,52,2,"LUSP4","Luzula spicata",1,"LUSP4","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,53,1,"LUSP4","Luzula spicata",1,"LUSP4","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,54,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,54,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,55,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,55,2,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,56,1,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,56,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,57,1,"MIOB2","Minuartia obtusiloba",1,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,57,2,"POA","Poa sp.",1,"POA","Poa L.","bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,58,1,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,58,2,"POA","Poa sp.",1,"POA","Poa L.","bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,59,1,"FEBR","Festuca brachyphylla",1,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,60,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,60,2,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,61,1,"SEDES","Selaginella densa var. scopulorum",1,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,62,1,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,62,2,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,63,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,63,2,"MIOB2","Minuartia obtusiloba",1,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,64,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,64,2,"MIOB2","Minuartia obtusiloba",1,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,64,3,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,64,4,"FEBR","Festuca brachyphylla",1,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,65,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,65,2,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,66,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,66,2,"LUSP4","Luzula spicata",1,"LUSP4","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,67,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,68,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",2,10,1,1,1,1,69,1,"ANAL4","Antennaria alpina",1,"ANAL4","Antennaria alpina (L.) Gaertn.","alpine pussytoes","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,69,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,70,1,"FEBR","Festuca brachyphylla",1,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,71,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,72,1,"FEBR","Festuca brachyphylla",1,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,73,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,73,2,"ANAL4","Antennaria alpina",1,"ANAL4","Antennaria alpina (L.) Gaertn.","alpine pussytoes","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,74,1,"POBI6","Polygonum bistortoides",1,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,74,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,75,1,"FEBR","Festuca brachyphylla",1,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,76,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,77,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,78,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",2,10,1,1,1,1,79,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",2,10,1,1,1,1,80,1,"LEPY2","Lewisia pygmaea",1,"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","alpine lewisia","Dicot","Portulacaceae","Purslane family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,81,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,82,1,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,83,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",2,10,1,1,1,1,84,1,"LUSP4","Luzula spicata",1,"LUSP4","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,85,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,86,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",2,10,1,1,1,1,87,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,88,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,89,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,89,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,90,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",2,10,1,1,1,1,91,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,92,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,93,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,93,2,"SELA","Sedum lanceolatum",1,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,94,1,"2LICH","Lichen",1,"2LICHN",NA,"Lichen",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",2,10,1,1,1,1,95,1,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,96,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,97,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",2,10,1,1,1,1,98,1,"LUSP4","Luzula spicata",1,"LUSP4","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,99,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,99,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,99,3,"MIOB2","Minuartia obtusiloba",1,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",2,10,1,1,1,1,100,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-06-29",3,1,0,0,0,0,1,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-06-29",3,1,0,0,0,0,2,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
