"Block","Plot","N","P","K+","FullTreatment","Code","Name","Group","Hits","Present","USDA_Symbol","Scientific_Name","Common_Name","Category","Family","Family_Common_Name","Duration","Growth_Habit","Native_Status"
3,5,0,1,1,"P+K","ERME2","Erigeron melanocephalus (ERIMEL?)","Forb",0,0,"ERME2","Erigeron melanocephalus (A. Nelson) A. Nelson","blackhead fleabane","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
3,5,0,1,1,"P+K","ERNA","Eritrichium nanum","Forb",0,0,"ERNA","Eritrichium nanum (Vill.) Schrad. ex Gaudin","arctic alpine forget-me-not","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
3,5,0,1,1,"P+K","ERPI6","Erigeron pinnatisectus","Forb",0,0,"ERPI6","Erigeron pinnatisectus (A. Gray) A. Nelson","featherleaf fleabane","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
3,5,0,1,1,"P+K","ERSI3","Erigeron simplex","Forb",0,0,"ERSI3","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb","L48 (N)"
3,5,0,1,1,"P+K","FEBR","Festuca brachyphylla","Grass",4,1,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)"
3,5,0,1,1,"P+K","FORB1","Unk forb1","Forb",0,0,"2FORB",NA,"Forb (herbaceous, not grass nor grass-like)",NA,NA,NA,NA,"Forb/herb",NA
3,5,0,1,1,"P+K","FORB2","Unk forb2","Forb",0,0,"2FORB",NA,"Forb (herbaceous, not grass nor grass-like)",NA,NA,NA,NA,"Forb/herb",NA
3,5,0,1,1,"P+K","GERO2","Geum rossii","Forb",11,1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
3,5,0,1,1,"P+K","GRASS1","Unk grass1","Grass",0,0,"2GRAM",NA,"Graminoid (grass or grass-like)",NA,NA,NA,NA,"Graminoid",NA
3,5,0,1,1,"P+K","GRASS2","Unk grass2","Grass",0,0,"2GRAM",NA,"Graminoid (grass or grass-like)",NA,NA,NA,NA,"Graminoid",NA
3,5,0,1,1,"P+K","HEMO3","Helictotrichon mortonianum","Grass",0,0,"HEMO3","Helictotrichon mortonianum (Scribn.) Henr.","Morton's alpine oatgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N)"
3,5,0,1,1,"P+K","KOMY","Kobresia myosuroides","Grass",61,1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)"
3,5,0,1,1,"P+K","LEPY2","Lewisia pygmaea","Forb",3,1,"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","alpine lewisia","Dicot","Portulacaceae","Purslane family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
3,5,0,1,1,"P+K","LLSE","Lloydia serotina","Forb",0,0,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
3,5,0,1,1,"P+K","LUSP4","Luzula spicata","Grass",0,0,"LUSP4","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
3,5,0,1,1,"P+K","MELA3","Mertensia lanceolata","Forb",0,0,"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb","L48 (N), CAN (N)"
3,5,0,1,1,"P+K","MIOB2","Minuartia obtusiloba","Forb",0,0,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb","L48 (N), AK (N), CAN (N)"
3,5,0,1,1,"P+K","NOMOM","Noccaea montana var. montana","Forb",0,0,"NOFEG","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb","L48 (N)"
3,5,0,1,1,"P+K","ORALA","Oreoxis alpina ssp. alpina","Forb",1,1,"ORAL","Oreoxis alpina (A. Gray) J.M. Coult. & Rose","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb","L48 (N)"
3,5,0,1,1,"P+K","PACA15","Packera cana","Forb",0,0,"PACA15","Packera cana (Hook.) W.A. Weber & Á. Löve","woolly groundsel","Dicot","Asteraceae","Aster family","Perennial","Forb/herb, Subshrub","L48 (N), CAN (N)"
3,5,0,1,1,"P+K","PAPU2","Paronychia pulvinata","Forb",0,0,"PAPU2","Paronychia pulvinata A. Gray","Rocky Mountain nailwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb","L48 (N)"
3,5,0,1,1,"P+K","PEPA3","Pedicularis parryi","Forb",0,0,"PEPA3","Pedicularis parryi A. Gray","Parry's lousewort","Dicot","Scrophulariaceae","Figwort family","Perennial","Forb/herb","L48 (N)"
3,5,0,1,1,"P+K","PHPU5","Phlox pulvinata","Forb",0,0,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb","L48 (N)"
3,5,0,1,1,"P+K","POAL2","Poa alpina","Grass",0,0,"POAL2","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)"
3,5,0,1,1,"P+K","POARG","Poa arctica ssp. grayana","Grass",5,1,"POARG","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N)"
3,5,0,1,1,"P+K","POBI6","Polygonum bistortoides","Forb",0,0,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb","L48 (N), CAN (N)"
3,5,0,1,1,"P+K","PODI2","Potentilla diversifolia","Forb",0,0,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
3,5,0,1,1,"P+K","POPU3","Polemonium pulcherrimum","Forb",0,0,"POPU3","Polemonium pulcherrimum Hook.","Jacob's-ladder","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
3,5,0,1,1,"P+K","POVI","Polemonium viscosum","Forb",0,0,"POVI","Polemonium viscosum Nutt.","sticky polemonium","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb","L48 (N), CAN (N)"
3,5,0,1,1,"P+K","POVI3","Polygonum viviparum","Forb",0,0,"POVI3","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
3,5,0,1,1,"P+K","PRAN","Primula angustifolia","Forb",0,0,"PRAN","Primula angustifolia Torr.","alpine primrose","Dicot","Primulaceae","Primrose family","Perennial","Forb/herb","L48 (N)"
3,5,0,1,1,"P+K","SARH2","Saxifraga rhomboidea","Forb",0,0,"SARH2","Saxifraga rhomboidea Greene","diamondleaf saxifrage","Dicot","Saxifragaceae","Saxifrage family","Perennial","Forb/herb","L48 (N)"
3,5,0,1,1,"P+K","SEDES","Selaginella densa var. scopulorum","Ground cover",5,1,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb","L48 (N), CAN (N)"
3,5,0,1,1,"P+K","SELA","Sedum lanceolatum","Forb",2,1,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
3,5,0,1,1,"P+K","SIACS2","Silene acaulis var. subacaulescens","Forb",0,0,"SIACS2","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
3,5,0,1,1,"P+K","SOSIN","Solidago simplex ssp. simplex var. nana","Forb",1,1,"SOSIN","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N), CAN (N)"
3,5,0,1,1,"P+K","TEAC","Tetraneuris acaulis","Forb",0,0,"TEACC","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","caespitose four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
3,5,0,1,1,"P+K","TEGR3","Tetraneuris grandiflora","Forb",0,0,"TEGR3","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
3,5,0,1,1,"P+K","TOPY","Tonestus pygmaeus","Forb",0,0,"TOPY","Tonestus pygmaeus (Torr. & A. Gray) A. Nelson","pygmy goldenweed","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
3,5,0,1,1,"P+K","TRPAP","Trifolium parryi ssp. parryi","Legume",0,0,"TRPAP","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb","L48 (N)"
3,5,0,1,1,"P+K","TRSP2","Trisetum spicatum","Grass",5,1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
3,5,0,1,1,"P+K","VIOLET","Viola spp","Forb",0,0,"VIOLA","Viola L.","violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","2BARE","Bare ground","Ground cover",7,1,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA,NA
3,6,1,0,1,"N+K","2LICHN","Lichen","Ground cover",0,0,"2LICHN",NA,"Lichen",NA,NA,NA,NA,NA,NA
3,6,1,0,1,"N+K","2LTR","Litter","Ground cover",3,1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA,NA
3,6,1,0,1,"N+K","2MOSS","Moss","Ground cover",0,0,"2MOSS",NA,"Moss",NA,NA,NA,NA,NA,NA
3,6,1,0,1,"N+K","2RF","Rock fragment","Ground cover",0,0,"2RF",NA,"Rock, fragments",NA,NA,NA,NA,NA,NA
3,6,1,0,1,"N+K","2WOOD","Downed wood","Ground cover",0,0,"2LTRWS",NA,"Litter, woody, <2.5 cm",NA,NA,NA,NA,NA,NA
3,6,1,0,1,"N+K","ACMIA","Achillea millefolium L. var alpicola","Forb",0,0,"ACMIA","Achillea millefolium L. var. alpicola (Rydb.) Garrett","common yarrow","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N), AK (N)"
3,6,1,0,1,"N+K","ALGE","Allium geyeri","Forb",1,1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb","L48 (N), CAN (N)"
3,6,1,0,1,"N+K","ANAL4","Antennaria alpina","Forb",0,0,"ANAL4","Antennaria alpina (L.) Gaertn.","alpine pussytoes","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
3,6,1,0,1,"N+K","ANSE4","Androsace septentrionalis","Forb",0,0,"ANSE4","Androsace septentrionalis L.","pygmyflower rockjasmine","Dicot","Primulaceae","Primrose family","Annual, Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
3,6,1,0,1,"N+K","ARFEF3","Arenaria fendleri var. fendleri","Forb",7,1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","ARSC","Artemisia scopulorum","Forb",0,0,"ARSC","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","CANI2","Carex nigricans","Grass",0,0,"CANI2","Carex nigricans C.A. Mey.","black alpine sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid","L48 (N), AK (N), CAN (N)"
3,6,1,0,1,"N+K","CAOC4","Castilleja occidentalis","Forb",0,0,"CAOC4","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb","L48 (N), CAN (N)"
3,6,1,0,1,"N+K","CAPU","Calamagrostis purpurascens","Grass",1,1,"CAPU","Calamagrostis purpurascens R. Br.","purple reedgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)"
3,6,1,0,1,"N+K","CAREX","Carex spp  unknown","Grass",0,0,"CAREX","Carex L.","sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid","L48 (N)"
3,6,1,0,1,"N+K","CARO2","Campanula rotundifolia","Forb",5,1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
3,6,1,0,1,"N+K","CARUD","Carex rupestris var. drummondiana","Grass",30,1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid","L48 (N), AK (N), CAN (N)"
3,6,1,0,1,"N+K","CASC12","Carex scopulorum","Grass",0,0,"CASC12","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid","L48 (N), CAN (N)"
3,6,1,0,1,"N+K","CAUN2","Campanula uniflora","Forb",1,1,"CAUN2","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
3,6,1,0,1,"N+K","CEARS2","Cerastium arvense ssp. strictum","Forb",0,0,"CEARS2","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
3,6,1,0,1,"N+K","CHJA","Chionophila jamesii","Forb",0,0,"CHJA","Chionophila jamesii Benth.","Rocky Mountain snowlover","Dicot","Scrophulariaceae","Figwort family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","DECE","Deschampsia caespitosa","Grass",0,0,"DECE","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
3,6,1,0,1,"N+K","DRAU","Draba aurea","Forb",0,0,"DRAU","Draba aurea Vahl ex Hornem.","golden draba","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
3,6,1,0,1,"N+K","DRST4","Draba streptocarpa","Forb",0,0,"DRST4","Draba streptocarpa A. Gray","pretty draba","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","ELYMUS","Elymus sp","Grass",0,0,"ELYMU","Elymus L.","wildrye","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N)"
3,6,1,0,1,"N+K","ERCA14","Erysimum capitatum","Forb",0,0,"ERCA14","Erysimum capitatum (Douglas ex Hook.) Greene","sanddune wallflower","Dicot","Brassicaceae","Mustard family","Biennial, Perennial","Forb/herb, Subshrub","L48 (N), AK (N)"
3,6,1,0,1,"N+K","ERME2","Erigeron melanocephalus (ERIMEL?)","Forb",0,0,"ERME2","Erigeron melanocephalus (A. Nelson) A. Nelson","blackhead fleabane","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","ERNA","Eritrichium nanum","Forb",0,0,"ERNA","Eritrichium nanum (Vill.) Schrad. ex Gaudin","arctic alpine forget-me-not","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
3,6,1,0,1,"N+K","ERPI6","Erigeron pinnatisectus","Forb",0,0,"ERPI6","Erigeron pinnatisectus (A. Gray) A. Nelson","featherleaf fleabane","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","ERSI3","Erigeron simplex","Forb",0,0,"ERSI3","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","FEBR","Festuca brachyphylla","Grass",2,1,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)"
3,6,1,0,1,"N+K","FORB1","Unk forb1","Forb",0,0,"2FORB",NA,"Forb (herbaceous, not grass nor grass-like)",NA,NA,NA,NA,"Forb/herb",NA
3,6,1,0,1,"N+K","FORB2","Unk forb2","Forb",0,0,"2FORB",NA,"Forb (herbaceous, not grass nor grass-like)",NA,NA,NA,NA,"Forb/herb",NA
3,6,1,0,1,"N+K","GERO2","Geum rossii","Forb",0,0,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
3,6,1,0,1,"N+K","GRASS1","Unk grass1","Grass",0,0,"2GRAM",NA,"Graminoid (grass or grass-like)",NA,NA,NA,NA,"Graminoid",NA
3,6,1,0,1,"N+K","GRASS2","Unk grass2","Grass",0,0,"2GRAM",NA,"Graminoid (grass or grass-like)",NA,NA,NA,NA,"Graminoid",NA
3,6,1,0,1,"N+K","HEMO3","Helictotrichon mortonianum","Grass",0,0,"HEMO3","Helictotrichon mortonianum (Scribn.) Henr.","Morton's alpine oatgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N)"
3,6,1,0,1,"N+K","KOMY","Kobresia myosuroides","Grass",46,1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)"
3,6,1,0,1,"N+K","LEPY2","Lewisia pygmaea","Forb",2,1,"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","alpine lewisia","Dicot","Portulacaceae","Purslane family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
3,6,1,0,1,"N+K","LLSE","Lloydia serotina","Forb",0,0,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
3,6,1,0,1,"N+K","LUSP4","Luzula spicata","Grass",3,1,"LUSP4","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
3,6,1,0,1,"N+K","MELA3","Mertensia lanceolata","Forb",0,0,"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb","L48 (N), CAN (N)"
3,6,1,0,1,"N+K","MIOB2","Minuartia obtusiloba","Forb",1,1,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb","L48 (N), AK (N), CAN (N)"
3,6,1,0,1,"N+K","NOMOM","Noccaea montana var. montana","Forb",0,0,"NOFEG","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","ORALA","Oreoxis alpina ssp. alpina","Forb",0,0,"ORAL","Oreoxis alpina (A. Gray) J.M. Coult. & Rose","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","PACA15","Packera cana","Forb",0,0,"PACA15","Packera cana (Hook.) W.A. Weber & Á. Löve","woolly groundsel","Dicot","Asteraceae","Aster family","Perennial","Forb/herb, Subshrub","L48 (N), CAN (N)"
3,6,1,0,1,"N+K","PAPU2","Paronychia pulvinata","Forb",0,0,"PAPU2","Paronychia pulvinata A. Gray","Rocky Mountain nailwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","PEPA3","Pedicularis parryi","Forb",0,0,"PEPA3","Pedicularis parryi A. Gray","Parry's lousewort","Dicot","Scrophulariaceae","Figwort family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","PHPU5","Phlox pulvinata","Forb",0,0,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","POAL2","Poa alpina","Grass",0,0,"POAL2","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)"
3,6,1,0,1,"N+K","POARG","Poa arctica ssp. grayana","Grass",1,1,"POARG","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N)"
3,6,1,0,1,"N+K","POBI6","Polygonum bistortoides","Forb",1,1,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb","L48 (N), CAN (N)"
3,6,1,0,1,"N+K","PODI2","Potentilla diversifolia","Forb",0,0,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
3,6,1,0,1,"N+K","POPU3","Polemonium pulcherrimum","Forb",0,0,"POPU3","Polemonium pulcherrimum Hook.","Jacob's-ladder","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
3,6,1,0,1,"N+K","POVI","Polemonium viscosum","Forb",0,0,"POVI","Polemonium viscosum Nutt.","sticky polemonium","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb","L48 (N), CAN (N)"
3,6,1,0,1,"N+K","POVI3","Polygonum viviparum","Forb",0,0,"POVI3","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
3,6,1,0,1,"N+K","PRAN","Primula angustifolia","Forb",0,0,"PRAN","Primula angustifolia Torr.","alpine primrose","Dicot","Primulaceae","Primrose family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","SARH2","Saxifraga rhomboidea","Forb",1,1,"SARH2","Saxifraga rhomboidea Greene","diamondleaf saxifrage","Dicot","Saxifragaceae","Saxifrage family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","SEDES","Selaginella densa var. scopulorum","Ground cover",10,1,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb","L48 (N), CAN (N)"
3,6,1,0,1,"N+K","SELA","Sedum lanceolatum","Forb",6,1,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
3,6,1,0,1,"N+K","SIACS2","Silene acaulis var. subacaulescens","Forb",0,0,"SIACS2","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
3,6,1,0,1,"N+K","SOSIN","Solidago simplex ssp. simplex var. nana","Forb",9,1,"SOSIN","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N), CAN (N)"
3,6,1,0,1,"N+K","TEAC","Tetraneuris acaulis","Forb",5,1,"TEACC","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","caespitose four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","TEGR3","Tetraneuris grandiflora","Forb",0,0,"TEGR3","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","TOPY","Tonestus pygmaeus","Forb",0,0,"TOPY","Tonestus pygmaeus (Torr. & A. Gray) A. Nelson","pygmy goldenweed","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","TRPAP","Trifolium parryi ssp. parryi","Legume",0,0,"TRPAP","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb","L48 (N)"
3,6,1,0,1,"N+K","TRSP2","Trisetum spicatum","Grass",1,1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
3,6,1,0,1,"N+K","VIOLET","Viola spp","Forb",0,0,"VIOLA","Viola L.","violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb","L48 (N)"
3,7,1,1,0,"N+P","2BARE","Bare ground","Ground cover",0,0,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA,NA
3,7,1,1,0,"N+P","2LICHN","Lichen","Ground cover",0,0,"2LICHN",NA,"Lichen",NA,NA,NA,NA,NA,NA
3,7,1,1,0,"N+P","2LTR","Litter","Ground cover",1,1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA,NA
3,7,1,1,0,"N+P","2MOSS","Moss","Ground cover",0,0,"2MOSS",NA,"Moss",NA,NA,NA,NA,NA,NA
3,7,1,1,0,"N+P","2RF","Rock fragment","Ground cover",0,0,"2RF",NA,"Rock, fragments",NA,NA,NA,NA,NA,NA
3,7,1,1,0,"N+P","2WOOD","Downed wood","Ground cover",0,0,"2LTRWS",NA,"Litter, woody, <2.5 cm",NA,NA,NA,NA,NA,NA
3,7,1,1,0,"N+P","ACMIA","Achillea millefolium L. var alpicola","Forb",0,0,"ACMIA","Achillea millefolium L. var. alpicola (Rydb.) Garrett","common yarrow","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N), AK (N)"
3,7,1,1,0,"N+P","ALGE","Allium geyeri","Forb",11,1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb","L48 (N), CAN (N)"
3,7,1,1,0,"N+P","ANAL4","Antennaria alpina","Forb",5,1,"ANAL4","Antennaria alpina (L.) Gaertn.","alpine pussytoes","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
