"LTER_site","local_site","year","date","precip","winter_adjusted","flag_1","flag_2","source_station","pvalue","rsquared","num_obs_in_regression_equation","regression_equation","raw_ppt_tot","raw_qdays","raw_flag_ppt_tot"
"NWT","SDL",2004,2004-09-12,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-09-13,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-09-14,1,1,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2004,2004-09-15,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-09-16,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-09-17,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-09-18,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-09-19,1,1,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2004,2004-09-20,3,3,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2004,2004-09-21,19,19,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,19,1,NA
"NWT","SDL",2004,2004-09-22,4,4,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2004,2004-09-23,18,18,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,18,1,NA
"NWT","SDL",2004,2004-09-24,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-09-25,3,3,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2004,2004-09-26,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-09-27,1,1,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2004,2004-09-28,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-09-29,11,11,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,11,1,NA
"NWT","SDL",2004,2004-09-30,4,4,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2004,2004-10-01,7,2.73,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,7,1,NA
"NWT","SDL",2004,2004-10-02,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2004,2004-10-03,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-10-04,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-10-05,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2004,2004-10-06,16,6.24,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,16,1,NA
"NWT","SDL",2004,2004-10-07,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-10-08,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-10-09,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-10-10,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-10-11,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-10-12,6,2.34,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,6,1,NA
"NWT","SDL",2004,2004-10-13,12,4.68,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,12,1,NA
"NWT","SDL",2004,2004-10-14,22,8.58,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,22,1,NA
"NWT","SDL",2004,2004-10-15,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2004,2004-10-16,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-10-17,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-10-18,8,3.12,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,8,1,NA
"NWT","SDL",2004,2004-10-19,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2004,2004-10-20,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-10-21,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-10-22,47,18.33,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,47,1,NA
"NWT","SDL",2004,2004-10-23,28,10.92,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,28,1,NA
"NWT","SDL",2004,2004-10-24,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2004,2004-10-25,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2004,2004-10-26,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-10-27,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-10-28,5,1.95,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2004,2004-10-29,67,26.13,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,67,1,NA
"NWT","SDL",2004,2004-10-30,9,3.51,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,9,1,NA
"NWT","SDL",2004,2004-10-31,12,4.68,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,12,1,NA
"NWT","SDL",2004,2004-11-01,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2004,2004-11-02,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-11-03,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-11-04,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-11-05,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-11-06,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-11-07,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-11-08,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-11-09,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2004,2004-11-10,11,4.29,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,11,1,NA
"NWT","SDL",2004,2004-11-11,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2004,2004-11-12,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2004,2004-11-13,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2004,2004-11-14,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2004,2004-11-15,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-11-16,4,1.56,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2004,2004-11-17,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-11-18,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2004,2004-11-19,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2004,2004-11-20,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2004,2004-11-21,12,4.68,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,12,1,NA
"NWT","SDL",2004,2004-11-22,12,4.68,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,12,1,NA
"NWT","SDL",2004,2004-11-23,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2004,2004-11-24,46,17.94,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,46,1,NA
"NWT","SDL",2004,2004-11-25,15,5.85,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,15,1,NA
"NWT","SDL",2004,2004-11-26,10,3.9,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,10,1,NA
"NWT","SDL",2004,2004-11-27,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2004,2004-11-28,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2004,2004-11-29,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-11-30,4,1.56,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2004,2004-12-01,5,1.95,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2004,2004-12-02,23,8.97,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,23,1,NA
"NWT","SDL",2004,2004-12-03,40,15.6,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,40,1,NA
"NWT","SDL",2004,2004-12-04,34,13.26,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,34,1,NA
"NWT","SDL",2004,2004-12-05,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-12-06,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2004,2004-12-07,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-12-08,6,2.34,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,6,1,NA
"NWT","SDL",2004,2004-12-09,71,27.69,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,71,1,NA
"NWT","SDL",2004,2004-12-10,0,0,"B","B","D1 Belfort Shielded",0.00543283687719382,0.230396430708512,32,"y = 0.647157732107419x + 0.959914464858785",NA,NA,NA
"NWT","SDL",2004,2004-12-11,34.17,13.33,"B","B","D1 Belfort Shielded",0.00732397437713106,0.216253170219764,32,"y = 0.639270721558888x + 0.999766543309983",NA,NA,NA
"NWT","SDL",2004,2004-12-12,16.83,6.56,"B","B","D1 Belfort Shielded",0.00902447836747446,0.206267998398545,32,"y = 0.629712030821362x + 0.993672649586438",51,3,NA
"NWT","SDL",2004,2004-12-13,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-12-14,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-12-15,8,3.12,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,8,1,NA
"NWT","SDL",2004,2004-12-16,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2004,2004-12-17,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-12-18,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-12-19,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-12-20,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2004,2004-12-21,5,1.95,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2004,2004-12-22,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2004,2004-12-23,6,2.34,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,6,1,NA
"NWT","SDL",2004,2004-12-24,8,3.12,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,8,1,NA
"NWT","SDL",2004,2004-12-25,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-12-26,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-12-27,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-12-28,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2004,2004-12-29,4,1.56,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2004,2004-12-30,14,5.46,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,14,1,NA
"NWT","SDL",2004,2004-12-31,5,1.95,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2005,2005-01-01,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-01-02,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-01-03,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-01-04,6,2.34,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,6,1,NA
"NWT","SDL",2005,2005-01-05,23,8.97,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,23,1,NA
"NWT","SDL",2005,2005-01-06,10,3.9,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,10,1,NA
"NWT","SDL",2005,2005-01-07,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-01-08,5,1.95,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2005,2005-01-09,14,5.46,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,14,1,NA
"NWT","SDL",2005,2005-01-10,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2005,2005-01-11,10,3.9,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,10,1,NA
"NWT","SDL",2005,2005-01-12,17,6.63,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,17,1,NA
"NWT","SDL",2005,2005-01-13,38,14.82,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,38,1,NA
"NWT","SDL",2005,2005-01-14,17,6.63,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,17,1,NA
"NWT","SDL",2005,2005-01-15,8,3.12,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,8,1,NA
"NWT","SDL",2005,2005-01-16,11,4.29,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,11,1,NA
"NWT","SDL",2005,2005-01-17,8,3.12,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,8,1,NA
"NWT","SDL",2005,2005-01-18,4,1.56,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2005,2005-01-19,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2005,2005-01-20,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-01-21,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-01-22,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-01-23,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-01-24,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-01-25,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-01-26,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-01-27,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-01-28,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2005,2005-01-29,8,3.12,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,8,1,NA
"NWT","SDL",2005,2005-01-30,19,7.41,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,19,1,NA
"NWT","SDL",2005,2005-01-31,10,3.9,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,10,1,NA
"NWT","SDL",2005,2005-02-01,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2005,2005-02-02,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-02-03,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-02-04,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-02-05,24,9.36,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,24,1,NA
"NWT","SDL",2005,2005-02-06,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-02-07,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2005,2005-02-08,33,12.87,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,33,1,NA
"NWT","SDL",2005,2005-02-09,24,9.36,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,24,1,NA
"NWT","SDL",2005,2005-02-10,11,4.29,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,11,1,NA
"NWT","SDL",2005,2005-02-11,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-02-12,14,5.46,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,14,1,NA
"NWT","SDL",2005,2005-02-13,40,15.6,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,40,1,NA
"NWT","SDL",2005,2005-02-14,14,5.46,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,14,1,NA
"NWT","SDL",2005,2005-02-15,17,6.63,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,17,1,NA
"NWT","SDL",2005,2005-02-16,4,1.56,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2005,2005-02-17,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2005,2005-02-18,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2005,2005-02-19,4,1.56,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2005,2005-02-20,7,2.73,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,7,1,NA
"NWT","SDL",2005,2005-02-21,17,6.63,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,17,1,NA
"NWT","SDL",2005,2005-02-22,7,2.73,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,7,1,NA
"NWT","SDL",2005,2005-02-23,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2005,2005-02-24,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-02-25,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-02-26,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2005,2005-02-27,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2005,2005-02-28,13,5.07,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,13,1,NA
"NWT","SDL",2005,2005-03-01,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2005,2005-03-02,4,1.56,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2005,2005-03-03,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-03-04,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-03-05,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-03-06,5,1.95,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2005,2005-03-07,13,5.07,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,13,1,NA
"NWT","SDL",2005,2005-03-08,28,10.92,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,28,1,NA
"NWT","SDL",2005,2005-03-09,27,10.53,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,27,1,NA
"NWT","SDL",2005,2005-03-10,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2005,2005-03-11,5,1.95,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2005,2005-03-12,20,7.8,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,20,1,NA
"NWT","SDL",2005,2005-03-13,8,3.12,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,8,1,NA
"NWT","SDL",2005,2005-03-14,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2005,2005-03-15,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-03-16,32,12.48,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,32,1,NA
"NWT","SDL",2005,2005-03-17,24,9.36,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,24,1,NA
"NWT","SDL",2005,2005-03-18,21,8.19,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,21,1,NA
"NWT","SDL",2005,2005-03-19,14,5.46,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,14,1,NA
"NWT","SDL",2005,2005-03-20,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2005,2005-03-21,12,4.68,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,12,1,NA
"NWT","SDL",2005,2005-03-22,5,1.95,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2005,2005-03-23,9,3.51,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,9,1,NA
"NWT","SDL",2005,2005-03-24,11,4.29,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,11,1,NA
"NWT","SDL",2005,2005-03-25,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2005,2005-03-26,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2005,2005-03-27,9,3.51,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,9,1,NA
"NWT","SDL",2005,2005-03-28,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2005,2005-03-29,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2005,2005-03-30,10,3.9,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,10,1,NA
"NWT","SDL",2005,2005-03-31,4,1.56,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2005,2005-04-01,11,4.29,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,11,1,NA
"NWT","SDL",2005,2005-04-02,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2005,2005-04-03,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-04-04,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2005,2005-04-05,6,2.34,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,6,1,NA
"NWT","SDL",2005,2005-04-06,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-04-07,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-04-08,4,1.56,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2005,2005-04-09,27,10.53,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,27,1,NA
"NWT","SDL",2005,2005-04-10,20,7.8,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,20,1,NA
"NWT","SDL",2005,2005-04-11,40,15.6,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,40,1,NA
"NWT","SDL",2005,2005-04-12,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-04-13,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-04-14,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-04-15,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-04-16,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-04-17,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-04-18,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-04-19,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-04-20,5,1.95,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2005,2005-04-21,13,5.07,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,13,1,NA
"NWT","SDL",2005,2005-04-22,5,1.95,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2005,2005-04-23,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2005,2005-04-24,22,8.58,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,22,1,NA
"NWT","SDL",2005,2005-04-25,12,4.68,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,12,1,NA
"NWT","SDL",2005,2005-04-26,9,3.51,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,9,1,NA
"NWT","SDL",2005,2005-04-27,20,7.8,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,20,1,NA
"NWT","SDL",2005,2005-04-28,42,16.38,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,42,1,NA
