siteID,seas,yr,Criteria1,Criteria2,Criteria3,Ca,Mg,K,Na,NH4,NO3,Cl,SO4,pH,conduc,svol,ppt,fullChemLab,daysSample,startDate,endDate
CO02,9,2008,75,100,79,.060,.007,.001,.014,.091,.568,.035,.396,4.979,6.878,2452.500,8.103,2,28,"Sep  2 2008 12:00AM","Sep 30 2008 12:00AM"
CO02,1,2009,100,100,100,.142,.017,.031,.018,.058,.588,.050,.193,5.204,4.401,922.200,31.077,5,35,"Dec 30 2008 12:00AM","Feb  3 2009 12:00AM"
CO02,10,2009,80,100,58,.811,.062,.049,.061,.114,.747,.086,.497,5.549,7.906,1363.000,29.007,4,35,"Sep 29 2009 12:00AM","Nov  3 2009 12:00AM"
CO02,11,2009,75,100,86,.223,.022,.026,.062,.065,1.151,.064,.231,5.214,6.024,781.300,7.455,2,28,"Nov  3 2009 12:00AM","Dec  1 2009 12:00AM"
CO02,12,2009,50,75,88,.122,.013,.023,.017,.096,.511,.029,.144,5.403,4.130,149.300,19.355,2,28,"Dec  1 2009 12:00AM","Dec 29 2009 12:00AM"
CO02,2,2009,100,100,100,.266,.030,.019,.070,.101,.559,.046,.332,5.608,4.339,839.900,21.976,4,28,"Feb  3 2009 12:00AM","Mar  3 2009 12:00AM"
CO02,3,2009,50,100,95,.580,.050,.027,.083,.091,.591,.082,.440,6.120,5.541,992.800,8.638,2,28,"Mar  3 2009 12:00AM","Mar 31 2009 12:00AM"
CO02,4,2009,50,100,38,5.600,.147,.115,.124,.290,.707,.096,1.720,7.183,32.321,1167.600,30.580,2,28,"Mar 31 2009 12:00AM","Apr 28 2009 12:00AM"
CO02,5,2009,77,100,82,.167,.018,.011,.027,.149,.524,.038,.387,5.499,4.150,3988.900,15.519,3,35,"Apr 28 2009 12:00AM","Jun  2 2009 12:00AM"
CO02,6,2009,100,100,100,.230,.025,.028,.035,.098,.850,.080,.534,4.998,7.341,2491.800,4.496,4,28,"Jun  2 2009 12:00AM","Jun 30 2009 12:00AM"
CO02,7,2009,100,100,100,.209,.026,.035,.034,.235,1.164,.089,.644,4.952,8.795,1781.800,3.404,4,28,"Jun 30 2009 12:00AM","Jul 28 2009 12:00AM"
CO02,8,2009,60,100,87,.145,.018,.016,.018,.164,.672,.045,.451,5.051,6.390,3253.100,5.969,3,35,"Jul 28 2009 12:00AM","Sep  1 2009 12:00AM"
CO02,9,2009,100,100,100,.189,.022,.079,.066,.243,.859,.105,.572,5.237,7.075,1421.900,3.480,4,28,"Sep  1 2009 12:00AM","Sep 29 2009 12:00AM"
CO02,1,2010,60,80,97,.079,.009,.018,.020,.090,.651,.051,.206,4.999,6.435,299.600,24.968,3,35,"Dec 29 2009 12:00AM","Feb  2 2010 12:00AM"
CO02,10,2010,100,100,100,.194,.022,.037,.023,.126,.696,.058,.405,5.301,5.038,3912.100,23.705,5,35,"Sep 28 2010 12:00AM","Nov  2 2010 12:00AM"
CO02,11,2010,50,100,60,.159,.012,.013,.009,.032,.322,.016,.158,5.417,3.488,475.100,31.496,2,28,"Nov  2 2010 12:00AM","Nov 30 2010 12:00AM"
CO02,12,2010,100,100,100,.073,.009,.013,.009,.052,.707,.035,.244,4.890,6.855,1362.800,24.692,4,28,"Nov 30 2010 12:00AM","Dec 28 2010 12:00AM"
CO02,2,2010,100,100,100,.120,.011,.011,.021,.106,1.170,.059,.176,4.829,9.276,700.600,14.916,4,28,"Feb  2 2010 12:00AM","Mar  2 2010 12:00AM"
CO02,3,2010,100,100,100,.158,.018,.016,.045,.250,.833,.051,.427,5.173,7.025,2019.900,20.142,4,28,"Mar  2 2010 12:00AM","Mar 30 2010 12:00AM"
CO02,4,2010,100,100,100,.822,.054,.029,.062,.123,.548,.088,.426,5.847,7.193,2588.400,25.222,4,28,"Mar 30 2010 12:00AM","Apr 27 2010 12:00AM"
CO02,5,2010,80,100,93,1.341,.070,.056,.052,.089,.438,.041,.414,6.476,9.296,4374.000,28.677,3,35,"Apr 27 2010 12:00AM","Jun  1 2010 12:00AM"
CO02,6,2010,100,100,100,.249,.023,.043,.036,.187,.505,.059,.337,5.963,4.493,3537.100,6.706,2,28,"Jun  1 2010 12:00AM","Jun 29 2010 12:00AM"
CO02,7,2010,60,100,94,.109,.012,.018,.018,.192,.800,.047,.363,5.050,6.489,4651.800,8.230,3,35,"Jun 29 2010 12:00AM","Aug  3 2010 12:00AM"
CO02,8,2010,75,100,95,.073,.009,.010,.021,.104,.682,.050,.277,4.924,6.371,1836.600,4.013,3,28,"Aug  3 2010 12:00AM","Aug 31 2010 12:00AM"
CO02,9,2010,75,100,95,.067,.007,.006,.012,.042,.330,.034,.170,5.187,3.602,435.800,1.041,2,28,"Aug 31 2010 12:00AM","Sep 28 2010 12:00AM"
CO02,1,2011,80,100,78,.072,.010,.013,.013,.050,.511,.035,.191,5.001,5.594,271.200,49.454,4,35,"Dec 28 2010 12:00AM","Feb  1 2011 12:00AM"
CO02,10,2011,80,100,77,.098,.013,.024,.013,.156,.395,.029,.283,5.475,3.405,1729.100,14.097,2,35,"Sep 27 2011 12:00AM","Nov  1 2011 12:00AM"
CO02,11,2011,75,75,100,.176,.019,.015,.034,.104,.534,.033,.230,5.634,3.548,766.100,13.622,3,28,"Nov  1 2011 12:00AM","Nov 29 2011 12:00AM"
CO02,12,2011,40,80,77,.051,.006,.005,.046,.102,.686,.074,.097,5.310,3.800,345.200,3.188,1,35,"Nov 29 2011 12:00AM","Jan  3 2012 12:00AM"
CO02,2,2011,100,100,100,.214,.025,.026,.042,.142,.839,.054,.260,5.475,4.617,1463.400,22.270,3,28,"Feb  1 2011 12:00AM","Mar  1 2011 12:00AM"
CO02,3,2011,100,100,100,.123,.017,.011,.025,.076,.325,.045,.180,5.601,2.854,1920.700,16.202,4,28,"Mar  1 2011 12:00AM","Mar 29 2011 12:00AM"
CO02,4,2011,100,100,100,.128,.015,.016,.016,.181,.417,.027,.329,5.711,3.520,4724.400,27.273,5,35,"Mar 29 2011 12:00AM","May  3 2011 12:00AM"
CO02,5,2011,100,100,100,.349,.041,.024,.107,.197,.731,.111,.484,5.629,5.840,5574.000,30.582,4,28,"May  3 2011 12:00AM","May 31 2011 12:00AM"
CO02,6,2011,100,100,100,.185,.020,.032,.026,.129,.561,.049,.386,5.440,4.476,2300.100,4.267,2,28,"May 31 2011 12:00AM","Jun 28 2011 12:00AM"
CO02,7,2011,40,100,31,.112,.012,.023,.023,.296,1.045,.054,.570,5.014,7.747,576.400,13.447,2,35,"Jun 28 2011 12:00AM","Aug  2 2011 12:00AM"
CO02,8,2011,100,100,100,.089,.011,.008,.013,.148,.875,.039,.389,4.919,7.309,5489.000,8.738,4,28,"Aug  2 2011 12:00AM","Aug 30 2011 12:00AM"
CO02,9,2011,100,100,100,.073,.007,.008,.010,.121,.629,.031,.301,5.058,5.488,3043.600,6.299,4,28,"Aug 30 2011 12:00AM","Sep 27 2011 12:00AM"
CO02,1,2012,75,100,62,.081,.011,.011,.023,.059,.310,.027,.133,5.451,3.105,1270.800,28.092,3,28,"Jan  3 2012 12:00AM","Jan 31 2012 12:00AM"
CO02,10,2012,50,100,84,.302,.038,.032,.046,.249,.704,.054,.598,5.849,5.341,339.800,10.160,2,28,"Oct  2 2012 12:00AM","Oct 30 2012 12:00AM"
CO02,11,2012,50,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,9.398,0,28,"Oct 30 2012 12:00AM","Nov 27 2012 12:00AM"
CO02,12,2012,80,100,98,.047,.005,.005,.009,.054,.268,.016,.162,5.284,3.326,1435.900,15.960,4,35,"Nov 27 2012 12:00AM","Jan  1 2013 12:00AM"
CO02,2,2012,50,100,31,.111,.012,.014,.024,.158,.639,.034,.330,5.123,5.548,272.600,36.703,2,28,"Jan 31 2012 12:00AM","Feb 28 2012 12:00AM"
CO02,3,2012,60,100,20,.125,.013,.010,.038,.212,.223,.034,.162,6.220,3.100,121.200,6.909,1,35,"Feb 28 2012 12:00AM","Apr  3 2012 12:00AM"
CO02,4,2012,72,100,68,.332,.037,.031,.033,.432,1.051,.060,.645,5.961,6.736,1153.000,11.533,3,29,"Apr  3 2012 12:00AM","May  2 2012 12:00AM"
CO02,5,2012,100,100,100,.370,.041,.031,.088,.265,.804,.116,.598,5.818,5.775,2926.200,6.579,4,27,"May  2 2012 12:00AM","May 29 2012 12:00AM"
CO02,6,2012,40,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.300,2.312,0,35,"May 29 2012 12:00AM","Jul  3 2012 12:00AM"
CO02,7,2012,0,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,19.580,0,28,"Jul  3 2012 12:00AM","Jul 31 2012 12:00AM"
CO02,8,2012,50,100,57,.339,.038,.069,.035,.571,1.577,.096,.731,5.523,9.081,1008.700,3.683,2,28,"Jul 31 2012 12:00AM","Aug 28 2012 12:00AM"
CO02,9,2012,77,100,68,.176,.019,.012,.016,.197,.887,.039,.443,5.201,6.282,2560.400,8.255,3,35,"Aug 28 2012 12:00AM","Oct  2 2012 12:00AM"
CO02,1,2013,75,100,96,.042,.004,.008,.013,.053,.219,.024,.078,5.419,2.700,176.400,6.985,2,28,"Jan  1 2013 12:00AM","Jan 29 2013 12:00AM"
CO02,10,2013,100,100,100,.157,.025,.019,.027,.498,1.150,.030,.753,5.291,8.133,558.100,18.364,3,28,"Oct  1 2013 12:00AM","Oct 29 2013 12:00AM"
CO02,11,2013,60,100,37,.122,.024,.013,.053,.112,.609,.037,.269,5.226,5.008,873.900,24.113,3,35,"Oct 29 2013 12:00AM","Dec  3 2013 12:00AM"
CO02,12,2013,75,100,72,.080,.009,.020,.016,.063,.584,.035,.185,5.145,5.063,3778.500,12.249,3,28,"Dec  3 2013 12:00AM","Dec 31 2013 12:00AM"
CO02,2,2013,75,100,50,.050,.005,.004,.010,.044,.208,.013,.054,5.481,2.216,571.600,14.589,3,28,"Jan 29 2013 12:00AM","Feb 26 2013 12:00AM"
CO02,3,2013,0,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,13.940,0,34,"Feb 26 2013 12:00AM","Apr  1 2013 12:00AM"
CO02,4,2013,24,100,1,.836,.103,.045,.148,.412,2.144,.196,1.349,6.030,11.700,46.300,5.045,1,29,"Apr  1 2013 12:00AM","Apr 30 2013 12:00AM"
CO02,5,2013,75,75,100,.725,.078,.042,.093,.646,1.426,.099,.785,6.499,10.558,3164.200,6.958,3,28,"Apr 30 2013 12:00AM","May 28 2013 12:00AM"
CO02,6,2013,80,100,97,.425,.055,.067,.049,.316,.845,.108,.452,6.208,6.431,1730.800,6.558,3,35,"May 28 2013 12:00AM","Jul  2 2013 12:00AM"
CO02,7,2013,100,100,100,.168,.018,.041,.017,.447,.968,.052,.362,5.666,6.000,5334.000,7.544,4,28,"Jul  2 2013 12:00AM","Jul 30 2013 12:00AM"
CO02,8,2013,100,100,100,.151,.018,.021,.020,.350,1.078,.053,.583,5.098,7.881,5188.600,7.112,5,35,"Jul 30 2013 12:00AM","Sep  3 2013 12:00AM"
CO02,9,2013,100,100,100,.077,.010,.015,.011,.130,.486,.023,.251,5.323,4.372,14362.000,29.286,4,28,"Sep  3 2013 12:00AM","Oct  1 2013 12:00AM"
CO02,1,2014,40,100,45,.092,.014,.021,.016,.059,.423,.031,.224,5.340,4.100,2407.700,15.448,1,35,"Dec 31 2013 12:00AM","Feb  4 2014 12:00AM"
CO02,10,2014,75,100,57,.110,.014,.010,.028,.314,.521,.042,.353,5.697,4.311,2540.700,7.380,2,28,"Sep 30 2014 12:00AM","Oct 28 2014 12:00AM"
CO02,11,2014,40,100,37,.176,.022,.027,.045,.150,.467,.041,.283,5.584,3.971,1351.100,13.248,2,35,"Oct 28 2014 12:00AM","Dec  2 2014 12:00AM"
CO02,12,2014,52,52,100,.030,.004,.003,.006,.081,.405,.008,.154,5.093,4.616,909.600,14.478,2,27,"Dec  2 2014 12:00AM","Dec 29 2014 12:00AM"
CO02,2,2014,0,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,25.080,0,21,"Feb  4 2014 12:00AM","Feb 25 2014 12:00AM"
CO02,3,2014,0,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,20.923,0,35,"Feb 25 2014 12:00AM","Apr  1 2014 12:00AM"
CO02,4,2014,0,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,16.159,0,28,"Apr  1 2014 12:00AM","Apr 29 2014 12:00AM"
CO02,5,2014,40,80,5,.271,.029,.044,.053,.571,1.318,.104,.600,5.860,7.700,463.000,15.367,1,35,"Apr 29 2014 12:00AM","Jun  3 2014 12:00AM"
CO02,6,2014,75,100,74,.785,.094,.078,.146,.426,1.425,.204,.905,6.038,10.550,394.000,1.440,3,28,"Jun  3 2014 12:00AM","Jul  1 2014 12:00AM"
CO02,7,2014,75,100,58,.299,.036,.053,.037,.621,1.230,.093,.501,5.908,7.882,1690.200,4.518,3,28,"Jul  1 2014 12:00AM","Jul 29 2014 12:00AM"
CO02,8,2014,40,100,71,.039,.004,.014,.003,.153,.480,.024,.168,5.260,4.057,5597.800,12.065,2,35,"Jul 29 2014 12:00AM","Sep  2 2014 12:00AM"
CO02,9,2014,100,100,100,.069,.010,.011,.021,.182,.487,.036,.237,5.438,4.051,3693.800,5.810,4,28,"Sep  2 2014 12:00AM","Sep 30 2014 12:00AM"
CO02,1,2015,100,100,100,.078,.010,.018,.017,.095,.525,.033,.221,5.083,5.132,3723.400,5.677,5,36,"Dec 29 2014 12:00AM","Feb  3 2015 12:00AM"
CO02,10,2015,100,100,100,.107,.013,.019,.027,.199,.549,.030,.313,5.495,4.243,5863.400,18.821,4,35,"Sep 29 2015 12:00AM","Nov  3 2015 12:00AM"
CO02,11,2015,100,100,100,.143,.017,.019,.037,.116,.373,.058,.153,5.549,3.560,1133.300,34.442,4,28,"Nov  3 2015 12:00AM","Dec  1 2015 12:00AM"
CO02,12,2015,100,100,100,.173,.020,.026,.048,.076,.656,.041,.191,5.338,4.388,2817.800,6.973,4,28,"Dec  1 2015 12:00AM","Dec 29 2015 12:00AM"
CO02,2,2015,100,100,100,.057,.007,.007,.015,.098,.343,.024,.157,5.232,3.602,5461.000,24.879,4,28,"Feb  3 2015 12:00AM","Mar  3 2015 12:00AM"
CO02,3,2015,100,100,100,.174,.020,.015,.036,.176,.444,.036,.280,5.480,4.424,3749.000,18.837,4,28,"Mar  3 2015 12:00AM","Mar 31 2015 12:00AM"
CO02,4,2015,25,75,59,.151,.015,.009,.033,.134,.170,.033,.153,5.840,2.700,1538.400,11.811,1,28,"Mar 31 2015 12:00AM","Apr 28 2015 12:00AM"
CO02,5,2015,0,80,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,20.066,0,35,"Apr 28 2015 12:00AM","Jun  2 2015 12:00AM"
CO02,6,2015,75,75,100,.143,.021,.050,.025,.370,1.165,.056,.481,5.192,7.912,2670.200,3.734,3,28,"Jun  2 2015 12:00AM","Jun 30 2015 12:00AM"
CO02,7,2015,100,100,100,.089,.012,.015,.016,.162,.533,.044,.233,5.210,5.017,6597.100,10.067,4,28,"Jun 30 2015 12:00AM","Jul 28 2015 12:00AM"
CO02,8,2015,79,100,96,.371,.044,.062,.056,.699,1.721,.101,.768,5.396,10.566,1283.000,1.981,3,34,"Jul 28 2015 12:00AM","Aug 31 2015 12:00AM"
CO02,9,2015,100,100,100,.149,.018,.020,.041,.207,1.031,.073,.428,4.976,7.771,1193.400,1.626,3,29,"Aug 31 2015 12:00AM","Sep 29 2015 12:00AM"
CO02,1,2016,78,100,62,.049,.006,.010,.011,.046,.333,.015,.129,5.190,3.678,2571.500,6.120,4,36,"Dec 29 2015 12:00AM","Feb  3 2016 12:00AM"
CO02,10,2016,100,100,100,.179,.021,.030,.028,.165,.570,.052,.239,5.739,3.990,1988.100,4.024,5,35,"Sep 27 2016 12:00AM","Nov  1 2016 12:00AM"
CO02,11,2016,75,75,100,.049,.005,.007,.006,.116,.309,.011,.091,5.418,2.937,1778.400,6.020,2,28,"Nov  1 2016 12:00AM","Nov 29 2016 12:00AM"
CO02,12,2016,60,80,70,.161,.018,.015,.032,.092,.537,.039,.242,5.278,4.149,5114.200,32.868,3,35,"Nov 29 2016 12:00AM","Jan  3 2017 12:00AM"
CO02,2,2016,74,74,100,.210,.024,.021,.046,.150,.416,.042,.226,5.788,3.485,1844.200,11.344,3,27,"Feb  3 2016 12:00AM","Mar  1 2016 12:00AM"
CO02,3,2016,50,100,99,.223,.015,.015,.030,.197,.280,.025,.185,6.020,3.504,2694.500,11.654,2,28,"Mar  1 2016 12:00AM","Mar 29 2016 12:00AM"
CO02,4,2016,40,80,50,.210,.030,.034,.021,.165,.482,.039,.200,5.763,3.779,4234.000,29.388,2,35,"Mar 29 2016 12:00AM","May  3 2016 12:00AM"
CO02,5,2016,25,50,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,6.700,7.290,0,28,"May  3 2016 12:00AM","May 31 2016 12:00AM"
CO02,6,2016,50,100,75,.290,.042,.132,.056,.365,1.095,.110,.531,5.460,7.600,1615.700,4.115,1,28,"May 31 2016 12:00AM","Jun 28 2016 12:00AM"
CO02,7,2016,100,100,100,.242,.034,.048,.032,.372,1.052,.082,.412,5.442,6.856,2670.300,4.622,3,35,"Jun 28 2016 12:00AM","Aug  2 2016 12:00AM"
CO02,8,2016,100,100,100,.229,.026,.035,.030,.537,1.035,.074,.452,5.617,7.143,4319.600,7.391,4,28,"Aug  2 2016 12:00AM","Aug 30 2016 12:00AM"
CO02,9,2016,50,100,78,.082,.010,.011,.009,.345,.860,.036,.314,5.239,5.732,1254.900,2.794,2,28,"Aug 30 2016 12:00AM","Sep 27 2016 12:00AM"
CO02,1,2017,50,50,100,.021,.003,.002,.010,.078,.140,.015,.101,5.280,2.724,3360.400,16.612,2,28,"Jan  3 2017 12:00AM","Jan 31 2017 12:00AM"
CO02,10,2017,75,100,94,.205,.025,.030,.031,.202,.533,.051,.256,5.711,6.009,1039.400,6.401,3,28,"Oct  3 2017 12:00AM","Oct 31 2017 12:00AM"
CO02,11,2017,100,100,100,.249,.035,.071,.027,.107,.539,.078,.374,5.553,4.513,2539.900,21.006,4,28,"Oct 31 2017 12:00AM","Nov 28 2017 12:00AM"
CO02,12,2017,40,100,24,.806,.074,.053,.082,.187,.527,.060,.413,6.419,8.600,373.300,27.356,1,35,"Nov 28 2017 12:00AM","Jan  2 2018 12:00AM"
CO02,2,2017,25,25,100,.088,.012,.020,.014,.075,.286,.028,.177,5.280,3.800,638.700,.941,1,28,"Jan 31 2017 12:00AM","Feb 28 2017 12:00AM"
CO02,3,2017,71,71,100,.253,.020,.019,.054,.177,.602,.044,.228,5.990,3.930,1637.300,2.838,2,28,"Feb 28 2017 12:00AM","Mar 28 2017 12:00AM"
CO02,4,2017,43,43,100,.275,.030,.016,.022,.184,.602,.044,.289,6.030,4.100,1717.400,2.529,1,35,"Mar 28 2017 12:00AM","May  2 2017 12:00AM"
CO02,5,2017,75,75,100,.210,.022,.015,.030,.275,.550,.055,.380,5.696,4.534,3561.000,8.799,3,28,"May  2 2017 12:00AM","May 30 2017 12:00AM"
CO02,6,2017,100,100,100,.536,.069,.053,.088,.526,1.237,.154,.801,5.996,8.924,1042.100,1.473,3,28,"May 30 2017 12:00AM","Jun 27 2017 12:00AM"
CO02,7,2017,60,100,85,.168,.018,.023,.019,.446,1.005,.054,.278,5.631,5.929,3445.200,5.910,3,35,"Jun 27 2017 12:00AM","Aug  1 2017 12:00AM"
CO02,8,2017,100,100,100,.203,.021,.031,.023,.401,.858,.066,.382,5.347,6.306,5561.500,10.744,4,28,"Aug  1 2017 12:00AM","Aug 29 2017 12:00AM"
CO02,9,2017,100,100,100,.115,.012,.017,.017,.191,.590,.040,.242,5.390,3.945,4205.100,8.077,4,35,"Aug 29 2017 12:00AM","Oct  3 2017 12:00AM"
CO02,1,2018,75,75,100,.095,.013,.020,.020,.080,.356,.029,.166,5.304,3.870,721.000,20.980,3,28,"Jan  2 2018 12:00AM","Jan 30 2018 12:00AM"
CO02,10,2018,100,100,100,.068,.009,.011,.013,.121,.384,.028,.151,5.314,3.677,3513.500,10.566,4,28,"Oct  2 2018 12:00AM","Oct 30 2018 12:00AM"
CO02,11,2018,100,100,100,.060,.007,.010,.012,.073,.265,.017,.130,5.393,2.828,4254.800,6.267,5,35,"Oct 30 2018 12:00AM","Dec  4 2018 12:00AM"
CO02,12,2018,100,100,100,.127,.015,.018,.040,.094,.660,.054,.269,4.979,5.792,1159.600,6.536,3,29,"Dec  4 2018 12:00AM","Jan  2 2019 12:00AM"
CO02,2,2018,25,100,24,.181,.022,.019,.081,.123,.828,.150,.103,5.400,4.500,138.500,38.735,1,28,"Jan 30 2018 12:00AM","Feb 27 2018 12:00AM"
CO02,3,2018,60,100,40,.335,.026,.024,.052,.340,.822,.096,.327,5.981,5.484,2384.200,27.940,3,35,"Feb 27 2018 12:00AM","Apr  3 2018 12:00AM"
CO02,4,2018,75,100,68,.369,.038,.025,.045,.216,.593,.056,.362,6.142,4.715,2316.700,30.099,3,28,"Apr  3 2018 12:00AM","May  1 2018 12:00AM"
CO02,5,2018,75,100,91,.155,.015,.013,.023,.260,.624,.038,.218,5.773,4.088,3811.500,6.495,3,28,"May  1 2018 12:00AM","May 29 2018 12:00AM"
CO02,6,2018,60,100,90,.166,.018,.049,.022,.269,.514,.045,.266,5.458,4.710,2846.200,5.530,2,35,"May 29 2018 12:00AM","Jul  3 2018 12:00AM"
CO02,7,2018,75,100,93,.248,.025,.036,.021,.629,1.199,.062,.380,5.640,7.245,2397.700,3.810,3,28,"Jul  3 2018 12:00AM","Jul 31 2018 12:00AM"
CO02,8,2018,100,100,100,.177,.019,.038,.024,.355,.758,.053,.280,5.596,5.161,1978.900,3.302,3,28,"Jul 31 2018 12:00AM","Aug 28 2018 12:00AM"
CO02,9,2018,80,100,94,.349,.039,.036,.062,.576,1.610,.114,.485,5.512,7.467,1093.600,1.981,3,35,"Aug 28 2018 12:00AM","Oct  2 2018 12:00AM"
CO02,1,2019,87,87,100,.033,.004,.005,.005,.067,.290,.022,.096,5.252,3.201,2466.500,3.633,4,31,"Jan  2 2019 12:00AM","Jan 29 2019 12:00AM"
CO02,10,2019,88,88,100,.305,.035,.024,.019,.107,.246,.030,.229,6.035,3.517,3188.200,23.114,3,32,"Oct  1 2019 12:00AM","Oct 29 2019 12:00AM"
CO02,11,2019,60,100,99,.127,.016,.039,.016,.085,.395,.049,.157,5.287,3.757,918.500,15.295,3,35,"Oct 29 2019 12:00AM","Dec  3 2019 12:00AM"
CO02,12,2019,96,96,100,.036,.003,.009,.005,.029,.119,.021,.046,5.299,2.720,474.900,10.446,3,28,"Dec  3 2019 12:00AM","Dec 30 2019 12:00AM"
CO02,2,2019,88,88,100,.149,.018,.019,.092,.103,.578,.156,.207,5.264,4.858,1470.600,14.970,4,32,"Jan 29 2019 12:00AM","Feb 26 2019 12:00AM"
CO02,3,2019,100,100,100,.099,.010,.010,.026,.205,.649,.046,.294,5.243,4.741,4063.000,26.187,5,31,"Feb 26 2019 12:00AM","Apr  2 2019 12:00AM"
CO02,4,2019,100,100,100,.132,.015,.013,.019,.167,.461,.039,.201,5.703,3.422,4111.500,19.800,4,28,"Apr  2 2019 12:00AM","Apr 30 2019 12:00AM"
CO02,5,2019,82,82,100,.194,.020,.019,.031,.215,.653,.053,.217,5.813,3.870,3900.700,10.200,4,34,"Apr 30 2019 12:00AM","May 28 2019 12:00AM"
CO02,6,2019,100,100,100,.286,.034,.056,.043,.428,.936,.096,.423,5.651,6.615,5170.400,8.240,5,24,"May 28 2019 12:00AM","Jul  2 2019 12:00AM"
CO02,7,2019,23,93,36,.217,.024,.031,.037,.409,.900,.090,.435,5.690,5.700,428.200,1.907,1,30,"Jul  2 2019 12:00AM","Jul 30 2019 12:00AM"
CO02,8,2019,100,100,100,.155,.017,.016,.024,.306,.831,.052,.344,5.289,5.602,2819.300,4.521,3,35,"Jul 30 2019 12:00AM","Sep  3 2019 12:00AM"
CO02,9,2019,100,100,100,.266,.027,.017,.022,.303,.803,.053,.324,5.785,5.197,2254.700,3.634,2,26,"Sep  3 2019 12:00AM","Oct  1 2019 12:00AM"
CO02,1,2020,85,85,100,.040,.004,.015,.014,.057,.308,.035,.150,5.121,4.000,2206.600,28.417,4,34,"Dec 30 2019 12:00AM","Jan 28 2020 12:00AM"
CO02,10,2020,20,66,14,.249,.030,.047,.022,.554,.480,.055,.398,6.300,6.300,235.400,2.506,1,35,"Sep 29 2020 12:00AM","Oct 29 2020 12:00AM"
CO02,11,2020,92,100,80,.088,.009,.022,.012,.118,.215,.023,.094,5.560,2.828,913.200,1.675,3,26,"Oct 29 2020 12:00AM","Dec  1 2020 12:00AM"
CO02,12,2020,62,62,100,.220,.031,.071,.020,.024,.377,.050,.128,5.456,3.464,1369.000,19.088,3,32,"Dec  1 2020 12:00AM","Dec 28 2020 12:00AM"
CO02,2,2020,100,100,100,.112,.011,.019,.037,.140,.387,.043,.183,5.485,3.548,2086.900,28.778,4,28,"Jan 28 2020 12:00AM","Feb 25 2020 12:00AM"
CO02,3,2020,93,100,70,.137,.016,.022,.029,.241,.559,.044,.231,5.588,4.326,1561.200,28.954,4,28,"Feb 25 2020 12:00AM","Mar 31 2020 12:00AM"
CO02,4,2020,62,88,92,.136,.019,.026,.042,.246,.350,.062,.245,5.897,3.794,1538.000,15.266,3,32,"Mar 31 2020 12:00AM","Apr 28 2020 12:00AM"
CO02,5,2020,100,100,100,.120,.013,.009,.017,.528,.451,.038,.203,6.008,5.114,2813.300,4.144,4,31,"Apr 28 2020 12:00AM","Jun  2 2020 12:00AM"
CO02,6,2020,25,100,42,.242,.031,.059,.045,.342,.536,.078,.294,5.770,5.300,798.200,2.768,1,28,"Jun  2 2020 12:00AM","Jun 30 2020 12:00AM"
CO02,7,2020,21,41,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,1.756,0,34,"Jun 30 2020 12:00AM","Jul 28 2020 12:00AM"
CO02,8,2020,81,100,14,.335,.041,.048,.044,.696,1.053,.103,.656,5.870,8.300,386.100,3.947,1,26,"Jul 28 2020 12:00AM","Sep  1 2020 12:00AM"
CO02,9,2020,93,93,100,.211,.020,.031,.026,.193,.253,.036,.111,5.960,3.198,912.800,1.344,2,30,"Sep  1 2020 12:00AM","Sep 29 2020 12:00AM"
CO02,1,2021,100,100,100,.119,.014,.033,.020,.136,.426,.045,.161,5.593,3.270,2388.700,3.518,5,31,"Dec 28 2020 12:00AM","Feb  2 2021 12:00AM"
CO02,10,2021,68,68,100,.200,.022,.033,.022,.132,.469,.049,.182,5.593,3.556,577.600,.851,3,31,"Sep 28 2021 12:00AM","Oct 19 2021 12:00AM"
CO02,2,2021,88,100,97,.244,.029,.024,.088,.138,.287,.097,.225,5.717,3.924,2768.000,4.196,3,24,"Feb  2 2021 12:00AM","Mar  2 2021 12:00AM"
CO02,3,2021,75,100,91,.255,.026,.018,.064,.330,.519,.049,.415,5.869,5.192,1753.300,2.824,2,28,"Mar  2 2021 12:00AM","Mar 30 2021 12:00AM"
CO02,4,2021,25,100,30,.336,.037,.024,.208,.339,.776,.129,.410,5.910,6.800,317.400,1.544,1,28,"Mar 30 2021 12:00AM","Apr 27 2021 12:00AM"
