site,yr,date,plotid,block,plot,meadow,snow,snow_notes,trt,trt2,clean_code2,hits,simple_name,Scientific_Name_x,Common_Name,Category,Family,Family_Common_Name,Duration,Growth_Habit,simple_lifeform,simple_lifeform2
sdl,2005,2005-07-28,52,NA,52,dry,snow,in snowfence area,C,C,POGL,3,Poa glauca,Poa glauca Vahl,glaucous bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,52,NA,52,dry,snow,in snowfence area,C,C,POVI3,1,Polygonum viviparum,Polygonum viviparum L.,alpine bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,52,NA,52,dry,snow,in snowfence area,C,C,STLO2,11,Stellaria longipes,Stellaria longipes Goldie,longstalk starwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,52,NA,52,dry,snow,in snowfence area,C,C,TRDA2,0.25,Trifolium dasyphyllum,Trifolium dasyphyllum Torr. & A. Gray,alpine clover,Dicot,Fabaceae,Pea family,Perennial,Forb/herb,N-fixer,Forb
sdl,2005,2005-07-28,52,NA,52,dry,snow,in snowfence area,C,C,TRPAP,1,Trifolium parryi,Trifolium parryi A. Gray ssp. parryi,Parry's clover,Dicot,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",N-fixer,Forb
sdl,2005,2005-07-28,53,NA,53,dry,snow,in snowfence area,N,N,2GRAM,1,Grass sp.,NA,Graminoid (grass or grass-like),NA,NA,NA,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,53,NA,53,dry,snow,in snowfence area,N,N,2LTR,13,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2005,2005-07-28,53,NA,53,dry,snow,in snowfence area,N,N,CAREX,5,Carex sp.,Carex L.,sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,53,NA,53,dry,snow,in snowfence area,N,N,CASC12,2,Carex scopulorum,Carex scopulorum T. Holm,mountain sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,53,NA,53,dry,snow,in snowfence area,N,N,DECE,24,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,53,NA,53,dry,snow,in snowfence area,N,N,GERO2,7,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,53,NA,53,dry,snow,in snowfence area,N,N,POBI6,2,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,53,NA,53,dry,snow,in snowfence area,N,N,STLO2,1,Stellaria longipes,Stellaria longipes Goldie,longstalk starwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,53,NA,53,dry,snow,in snowfence area,N,N,TRPAP,4,Trifolium parryi,Trifolium parryi A. Gray ssp. parryi,Parry's clover,Dicot,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",N-fixer,Forb
sdl,2005,2005-07-28,54,NA,54,dry,snow,in snowfence area,N,N,2LTR,2,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2005,2005-07-28,54,NA,54,dry,snow,in snowfence area,N,N,CASC12,33,Carex scopulorum,Carex scopulorum T. Holm,mountain sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,54,NA,54,dry,snow,in snowfence area,N,N,DECE,13,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,54,NA,54,dry,snow,in snowfence area,N,N,ERSI3,2,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2005,2005-07-28,54,NA,54,dry,snow,in snowfence area,N,N,GERO2,8,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,54,NA,54,dry,snow,in snowfence area,N,N,POAL2,0.25,Poa alpina,Poa alpina L.,alpine bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,54,NA,54,dry,snow,in snowfence area,N,N,POBI6,0.25,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,54,NA,54,dry,snow,in snowfence area,N,N,RHIN11,2,Rhodiola integrifolia,Rhodiola integrifolia Raf.,ledge stonecrop,Dicot,Crassulaceae,Stonecrop family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,54,NA,54,dry,snow,in snowfence area,N,N,TRPAP,18,Trifolium parryi,Trifolium parryi A. Gray ssp. parryi,Parry's clover,Dicot,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",N-fixer,Forb
sdl,2005,2005-07-28,55,NA,55,dry,snow,in snowfence area,N,N,2GRAM,1,Grass sp.,NA,Graminoid (grass or grass-like),NA,NA,NA,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,55,NA,55,dry,snow,in snowfence area,N,N,2LTR,16,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2005,2005-07-28,55,NA,55,dry,snow,in snowfence area,N,N,ALGE,3,Allium geyeri,Allium geyeri S. Watson,Geyer's onion,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,55,NA,55,dry,snow,in snowfence area,N,N,ARSC,5,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,55,NA,55,dry,snow,in snowfence area,N,N,CAOC4,0.25,Castilleja occidentalis,Castilleja occidentalis Torr.,western Indian paintbrush,Dicot,Scrophulariaceae,Figwort family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2005,2005-07-28,55,NA,55,dry,snow,in snowfence area,N,N,CASC12,0.25,Carex scopulorum,Carex scopulorum T. Holm,mountain sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,55,NA,55,dry,snow,in snowfence area,N,N,DECE,8,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,55,NA,55,dry,snow,in snowfence area,N,N,ERSI3,3,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2005,2005-07-28,55,NA,55,dry,snow,in snowfence area,N,N,GERO2,3,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,55,NA,55,dry,snow,in snowfence area,N,N,ORALA,5,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,55,NA,55,dry,snow,in snowfence area,N,N,POAL2,5,Poa alpina,Poa alpina L.,alpine bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,55,NA,55,dry,snow,in snowfence area,N,N,POBI6,1,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,55,NA,55,dry,snow,in snowfence area,N,N,PODI2,1,Potentilla diversifolia,Potentilla diversifolia Lehm.,varileaf cinquefoil,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,55,NA,55,dry,snow,in snowfence area,N,N,STLO2,3,Stellaria longipes,Stellaria longipes Goldie,longstalk starwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,55,NA,55,dry,snow,in snowfence area,N,N,TRPAP,7,Trifolium parryi,Trifolium parryi A. Gray ssp. parryi,Parry's clover,Dicot,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",N-fixer,Forb
sdl,2005,2005-07-28,56,NA,56,dry,snow,in snowfence area,N,N,2LTR,12,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2005,2005-07-28,56,NA,56,dry,snow,in snowfence area,N,N,ALGE,5,Allium geyeri,Allium geyeri S. Watson,Geyer's onion,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,56,NA,56,dry,snow,in snowfence area,N,N,ARSC,15,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,56,NA,56,dry,snow,in snowfence area,N,N,ERSI3,9,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2005,2005-07-28,56,NA,56,dry,snow,in snowfence area,N,N,GERO2,7,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,56,NA,56,dry,snow,in snowfence area,N,N,NOFEG,0.25,Noccaea fendleri,Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch,alpine pennycress,Dicot,Brassicaceae,Mustard family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,56,NA,56,dry,snow,in snowfence area,N,N,ORALA,1,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,56,NA,56,dry,snow,in snowfence area,N,N,POBI6,2,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,56,NA,56,dry,snow,in snowfence area,N,N,POVI3,2,Polygonum viviparum,Polygonum viviparum L.,alpine bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,56,NA,56,dry,snow,in snowfence area,N,N,STLO2,8,Stellaria longipes,Stellaria longipes Goldie,longstalk starwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,57,NA,57,dry,snow,in snowfence area,N+P,N+P,2LTR,9,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2005,2005-07-28,57,NA,57,dry,snow,in snowfence area,N+P,N+P,ARSC,1,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,57,NA,57,dry,snow,in snowfence area,N+P,N+P,CAREX,28,Carex sp.,Carex L.,sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,57,NA,57,dry,snow,in snowfence area,N+P,N+P,DECE,10,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,57,NA,57,dry,snow,in snowfence area,N+P,N+P,GERO2,10,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,57,NA,57,dry,snow,in snowfence area,N+P,N+P,LEPY2,0.25,Lewisia pygmaea,Lewisia pygmaea (A. Gray) B.L. Rob.,alpine lewisia,Dicot,Portulacaceae,Purslane family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,57,NA,57,dry,snow,in snowfence area,N+P,N+P,MELA3,0.25,Mertensia lanceolata,Mertensia lanceolata (Pursh) DC.,prairie bluebells,Dicot,Boraginaceae,Borage family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,57,NA,57,dry,snow,in snowfence area,N+P,N+P,ORALA,0.25,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,57,NA,57,dry,snow,in snowfence area,N+P,N+P,POBI6,1,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,57,NA,57,dry,snow,in snowfence area,N+P,N+P,TRPAP,5,Trifolium parryi,Trifolium parryi A. Gray ssp. parryi,Parry's clover,Dicot,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",N-fixer,Forb
sdl,2005,2005-07-28,58,NA,58,dry,snow,in snowfence area,N+P,N+P,2GRAM,4,Grass sp.,NA,Graminoid (grass or grass-like),NA,NA,NA,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,58,NA,58,dry,snow,in snowfence area,N+P,N+P,2LTR,18,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2005,2005-07-28,58,NA,58,dry,snow,in snowfence area,N+P,N+P,ARSC,0.25,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,58,NA,58,dry,snow,in snowfence area,N+P,N+P,CASC12,22,Carex scopulorum,Carex scopulorum T. Holm,mountain sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,58,NA,58,dry,snow,in snowfence area,N+P,N+P,DECE,0.25,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,58,NA,58,dry,snow,in snowfence area,N+P,N+P,ERSI3,0.25,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2005,2005-07-28,58,NA,58,dry,snow,in snowfence area,N+P,N+P,GERO2,8,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,58,NA,58,dry,snow,in snowfence area,N+P,N+P,ORALA,0.25,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,58,NA,58,dry,snow,in snowfence area,N+P,N+P,POBI6,0.25,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,58,NA,58,dry,snow,in snowfence area,N+P,N+P,POVI3,0.25,Polygonum viviparum,Polygonum viviparum L.,alpine bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,58,NA,58,dry,snow,in snowfence area,N+P,N+P,TRPAP,5,Trifolium parryi,Trifolium parryi A. Gray ssp. parryi,Parry's clover,Dicot,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",N-fixer,Forb
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,2LTR,2,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,ALGE,2,Allium geyeri,Allium geyeri S. Watson,Geyer's onion,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,ARSC,20,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,CAREX,1,Carex sp.,Carex L.,sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,DECE,0.25,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,ERSI3,6,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,FESTU,1,Festuca sp.,Festuca L.,fescue,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,GERO2,18,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,ORALA,1,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,POA,1,Poa sp.,Poa L.,bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,POAL2,2,Poa alpina,Poa alpina L.,alpine bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,POBI6,3,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,POGL,1,Poa glauca,Poa glauca Vahl,glaucous bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,POVI3,1,Polygonum viviparum,Polygonum viviparum L.,alpine bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,RHIN11,0.25,Rhodiola integrifolia,Rhodiola integrifolia Raf.,ledge stonecrop,Dicot,Crassulaceae,Stonecrop family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,STLO2,13,Stellaria longipes,Stellaria longipes Goldie,longstalk starwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,59,NA,59,dry,snow,in snowfence area,N+P,N+P,TRSP2,2,Trisetum spicatum,Trisetum spicatum (L.) K. Richt.,spike trisetum,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,60,NA,60,dry,snow,in snowfence area,N+P,N+P,2GRAM,1,Grass sp.,NA,Graminoid (grass or grass-like),NA,NA,NA,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,60,NA,60,dry,snow,in snowfence area,N+P,N+P,2LTR,21,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2005,2005-07-28,60,NA,60,dry,snow,in snowfence area,N+P,N+P,ALGE,1,Allium geyeri,Allium geyeri S. Watson,Geyer's onion,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,60,NA,60,dry,snow,in snowfence area,N+P,N+P,ARSC,2,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,60,NA,60,dry,snow,in snowfence area,N+P,N+P,CAOC4,0.25,Castilleja occidentalis,Castilleja occidentalis Torr.,western Indian paintbrush,Dicot,Scrophulariaceae,Figwort family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2005,2005-07-28,60,NA,60,dry,snow,in snowfence area,N+P,N+P,ERSI3,2,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2005,2005-07-28,60,NA,60,dry,snow,in snowfence area,N+P,N+P,FESTU,3,Festuca sp.,Festuca L.,fescue,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,60,NA,60,dry,snow,in snowfence area,N+P,N+P,GERO2,13,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,60,NA,60,dry,snow,in snowfence area,N+P,N+P,ORALA,1,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,60,NA,60,dry,snow,in snowfence area,N+P,N+P,POGL,2,Poa glauca,Poa glauca Vahl,glaucous bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,60,NA,60,dry,snow,in snowfence area,N+P,N+P,STLO2,4,Stellaria longipes,Stellaria longipes Goldie,longstalk starwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,60,NA,60,dry,snow,in snowfence area,N+P,N+P,TRPAP,3,Trifolium parryi,Trifolium parryi A. Gray ssp. parryi,Parry's clover,Dicot,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",N-fixer,Forb
sdl,2005,2005-07-28,60,NA,60,dry,snow,in snowfence area,N+P,N+P,TRSP2,4,Trisetum spicatum,Trisetum spicatum (L.) K. Richt.,spike trisetum,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,61,NA,61,dry,snow,in snowfence area,P,P,2LTR,11,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2005,2005-07-28,61,NA,61,dry,snow,in snowfence area,P,P,ALGE,5,Allium geyeri,Allium geyeri S. Watson,Geyer's onion,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,61,NA,61,dry,snow,in snowfence area,P,P,ARSC,2,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,61,NA,61,dry,snow,in snowfence area,P,P,CASC12,0.25,Carex scopulorum,Carex scopulorum T. Holm,mountain sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,61,NA,61,dry,snow,in snowfence area,P,P,DECE,1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,61,NA,61,dry,snow,in snowfence area,P,P,ERSI3,2,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2005,2005-07-28,61,NA,61,dry,snow,in snowfence area,P,P,GERO2,28,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,61,NA,61,dry,snow,in snowfence area,P,P,POBI6,0.25,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,61,NA,61,dry,snow,in snowfence area,P,P,PODI2,1,Potentilla diversifolia,Potentilla diversifolia Lehm.,varileaf cinquefoil,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,61,NA,61,dry,snow,in snowfence area,P,P,POVI3,5,Polygonum viviparum,Polygonum viviparum L.,alpine bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,61,NA,61,dry,snow,in snowfence area,P,P,RHIN11,0.25,Rhodiola integrifolia,Rhodiola integrifolia Raf.,ledge stonecrop,Dicot,Crassulaceae,Stonecrop family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,61,NA,61,dry,snow,in snowfence area,P,P,TRPAP,12,Trifolium parryi,Trifolium parryi A. Gray ssp. parryi,Parry's clover,Dicot,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",N-fixer,Forb
sdl,2005,2005-07-28,62,NA,62,dry,snow,snowfence recovery,P,P,2GRAM,4,Grass sp.,NA,Graminoid (grass or grass-like),NA,NA,NA,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,62,NA,62,dry,snow,snowfence recovery,P,P,2LTR,4,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2005,2005-07-28,62,NA,62,dry,snow,snowfence recovery,P,P,ARSC,1,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2005,2005-07-28,62,NA,62,dry,snow,snowfence recovery,P,P,CAOC4,1,Castilleja occidentalis,Castilleja occidentalis Torr.,western Indian paintbrush,Dicot,Scrophulariaceae,Figwort family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2005,2005-07-28,62,NA,62,dry,snow,snowfence recovery,P,P,DECE,19,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2005,2005-07-28,62,NA,62,dry,snow,snowfence recovery,P,P,ERSI3,1,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2005,2005-07-28,62,NA,62,dry,snow,snowfence recovery,P,P,GERO2,23,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
