"spp_gains","event","year","sitekey","local_site","site","plot","rem","nut","USDA_code","USDA_name","growth_habit"
NA,14,2015,"6_CDC","Lefty",6,"CDC","D","C",NA,NA,NA
NA,2,2003,"7_CDC","Subalpine",7,"CDC","D","C",NA,NA,NA
"STELON",3,2004,"7_CDC","Subalpine",7,"CDC","D","C","STLOL7","Stellaria longipes ssp. longipes","forb"
"TRISPI",3,2004,"7_CDC","Subalpine",7,"CDC","D","C","TRSP2","Trisetum spicatum","graminoid"
"DANINT",4,2005,"7_CDC","Subalpine",7,"CDC","D","C","DAIN","Danthonia intermedia","graminoid"
NA,5,2006,"7_CDC","Subalpine",7,"CDC","D","C",NA,NA,NA
"LEWPYG",6,2007,"7_CDC","Subalpine",7,"CDC","D","C","LEPY2","Lewisia pygmaea","forb"
"LUZSPI",6,2007,"7_CDC","Subalpine",7,"CDC","D","C","LUSP4","Luzula spicata","graminoid"
NA,7,2008,"7_CDC","Subalpine",7,"CDC","D","C",NA,NA,NA
"TRIPAR",8,2009,"7_CDC","Subalpine",7,"CDC","D","C","TRPAP","Trifolium parryi ssp. parryi","forb"
"RANADO",9,2010,"7_CDC","Subalpine",7,"CDC","D","C","RAAD","Ranunculus adoneus","forb"
NA,10,2011,"7_CDC","Subalpine",7,"CDC","D","C",NA,NA,NA
"POAALP",11,2012,"7_CDC","Subalpine",7,"CDC","D","C","POAL2","Poa alpina","graminoid"
NA,12,2013,"7_CDC","Subalpine",7,"CDC","D","C",NA,NA,NA
NA,13,2014,"7_CDC","Subalpine",7,"CDC","D","C",NA,NA,NA
NA,14,2015,"7_CDC","Subalpine",7,"CDC","D","C",NA,NA,NA
NA,2,2003,"1_CDN","Longs",1,"CDN","D","N",NA,NA,NA
"BISBIS",3,2004,"1_CDN","Longs",1,"CDN","D","N","POBI6","Polygonum bistortoides","forb"
"AREFEN",4,2005,"1_CDN","Longs",1,"CDN","D","N","ARFE3","Arenaria fendleri","forb"
NA,5,2006,"1_CDN","Longs",1,"CDN","D","N",NA,NA,NA
NA,6,2007,"1_CDN","Longs",1,"CDN","D","N",NA,NA,NA
NA,7,2008,"1_CDN","Longs",1,"CDN","D","N",NA,NA,NA
NA,8,2009,"1_CDN","Longs",1,"CDN","D","N",NA,NA,NA
NA,9,2010,"1_CDN","Longs",1,"CDN","D","N",NA,NA,NA
"FESBRA",10,2011,"1_CDN","Longs",1,"CDN","D","N","FEBR","Festuca brachyphylla","graminoid"
NA,11,2012,"1_CDN","Longs",1,"CDN","D","N",NA,NA,NA
NA,12,2013,"1_CDN","Longs",1,"CDN","D","N",NA,NA,NA
NA,13,2014,"1_CDN","Longs",1,"CDN","D","N",NA,NA,NA
"POAGLA",14,2015,"1_CDN","Longs",1,"CDN","D","N","POGLR2","Poa glauca ssp. rupicola","graminoid"
"LUZSPI",15,2016,"1_CDN","Longs",1,"CDN","D","N","LUSP4","Luzula spicata","graminoid"
"TRISPI",16,2017,"1_CDN","Longs",1,"CDN","D","N","TRSP2","Trisetum spicatum","graminoid"
NA,17,2018,"1_CDN","Longs",1,"CDN","D","N",NA,NA,NA
"ERISIM",2,2003,"2_CDN","Edge",2,"CDN","D","N","ERSI3","Erigeron simplex","forb"
"LLOSER",2,2003,"2_CDN","Edge",2,"CDN","D","N","LLSE","Lloydia serotina","forb"
NA,3,2004,"2_CDN","Edge",2,"CDN","D","N",NA,NA,NA
"AREFEN",4,2005,"2_CDN","Edge",2,"CDN","D","N","ARFE3","Arenaria fendleri","forb"
NA,5,2006,"2_CDN","Edge",2,"CDN","D","N",NA,NA,NA
NA,6,2007,"2_CDN","Edge",2,"CDN","D","N",NA,NA,NA
NA,7,2008,"2_CDN","Edge",2,"CDN","D","N",NA,NA,NA
NA,8,2009,"2_CDN","Edge",2,"CDN","D","N",NA,NA,NA
NA,9,2010,"2_CDN","Edge",2,"CDN","D","N",NA,NA,NA
"GENALG",10,2011,"2_CDN","Edge",2,"CDN","D","N","GEAL2","Gentiana algida","forb"
NA,11,2012,"2_CDN","Edge",2,"CDN","D","N",NA,NA,NA
NA,12,2013,"2_CDN","Edge",2,"CDN","D","N",NA,NA,NA
NA,13,2014,"2_CDN","Edge",2,"CDN","D","N",NA,NA,NA
NA,14,2015,"2_CDN","Edge",2,"CDN","D","N",NA,NA,NA
NA,15,2016,"2_CDN","Edge",2,"CDN","D","N",NA,NA,NA
NA,16,2017,"2_CDN","Edge",2,"CDN","D","N",NA,NA,NA
"FESBRA",17,2018,"2_CDN","Edge",2,"CDN","D","N","FEBR","Festuca brachyphylla","graminoid"
NA,2,2003,"3_CDN","Edge",3,"CDN","D","N",NA,NA,NA
"LEWPYG",3,2004,"3_CDN","Edge",3,"CDN","D","N","LEPY2","Lewisia pygmaea","forb"
"LUZSPI",4,2005,"3_CDN","Edge",3,"CDN","D","N","LUSP4","Luzula spicata","graminoid"
NA,5,2006,"3_CDN","Edge",3,"CDN","D","N",NA,NA,NA
"FESBRA",6,2007,"3_CDN","Edge",3,"CDN","D","N","FEBR","Festuca brachyphylla","graminoid"
NA,7,2008,"3_CDN","Edge",3,"CDN","D","N",NA,NA,NA
NA,8,2009,"3_CDN","Edge",3,"CDN","D","N",NA,NA,NA
NA,9,2010,"3_CDN","Edge",3,"CDN","D","N",NA,NA,NA
NA,10,2011,"3_CDN","Edge",3,"CDN","D","N",NA,NA,NA
NA,11,2012,"3_CDN","Edge",3,"CDN","D","N",NA,NA,NA
NA,12,2013,"3_CDN","Edge",3,"CDN","D","N",NA,NA,NA
NA,13,2014,"3_CDN","Edge",3,"CDN","D","N",NA,NA,NA
NA,14,2015,"3_CDN","Edge",3,"CDN","D","N",NA,NA,NA
NA,15,2016,"3_CDN","Edge",3,"CDN","D","N",NA,NA,NA
"ERISIM",16,2017,"3_CDN","Edge",3,"CDN","D","N","ERSI3","Erigeron simplex","forb"
"GENAMA",16,2017,"3_CDN","Edge",3,"CDN","D","N","GEAM3","Gentianella amarella","forb"
"TRISPI",17,2018,"3_CDN","Edge",3,"CDN","D","N","TRSP2","Trisetum spicatum","graminoid"
NA,2,2003,"4_CDN","Tundra Lab",4,"CDN","D","N",NA,NA,NA
"ERISIM",3,2004,"4_CDN","Tundra Lab",4,"CDN","D","N","ERSI3","Erigeron simplex","forb"
NA,4,2005,"4_CDN","Tundra Lab",4,"CDN","D","N",NA,NA,NA
"LEWPYG",5,2006,"4_CDN","Tundra Lab",4,"CDN","D","N","LEPY2","Lewisia pygmaea","forb"
NA,6,2007,"4_CDN","Tundra Lab",4,"CDN","D","N",NA,NA,NA
NA,7,2008,"4_CDN","Tundra Lab",4,"CDN","D","N",NA,NA,NA
NA,8,2009,"4_CDN","Tundra Lab",4,"CDN","D","N",NA,NA,NA
NA,9,2010,"4_CDN","Tundra Lab",4,"CDN","D","N",NA,NA,NA
NA,10,2011,"4_CDN","Tundra Lab",4,"CDN","D","N",NA,NA,NA
NA,11,2012,"4_CDN","Tundra Lab",4,"CDN","D","N",NA,NA,NA
NA,12,2013,"4_CDN","Tundra Lab",4,"CDN","D","N",NA,NA,NA
"FESBRA",13,2014,"4_CDN","Tundra Lab",4,"CDN","D","N","FEBR","Festuca brachyphylla","graminoid"
"MINOBT",14,2015,"4_CDN","Tundra Lab",4,"CDN","D","N","MIOB2","Minuartia obtusiloba","forb"
"TRISPI",15,2016,"4_CDN","Tundra Lab",4,"CDN","D","N","TRSP2","Trisetum spicatum","graminoid"
NA,16,2017,"4_CDN","Tundra Lab",4,"CDN","D","N",NA,NA,NA
NA,17,2018,"4_CDN","Tundra Lab",4,"CDN","D","N",NA,NA,NA
NA,2,2003,"5_CDN","Watershed",5,"CDN","D","N",NA,NA,NA
"CHIJAM",3,2004,"5_CDN","Watershed",5,"CDN","D","N","CHJA","Chionophila jamesii","forb"
"LEWPYG",3,2004,"5_CDN","Watershed",5,"CDN","D","N","LEPY2","Lewisia pygmaea","forb"
"LUZSPI",3,2004,"5_CDN","Watershed",5,"CDN","D","N","LUSP4","Luzula spicata","graminoid"
"POAGLA",3,2004,"5_CDN","Watershed",5,"CDN","D","N","POGLR2","Poa glauca ssp. rupicola","graminoid"
"POAALP",4,2005,"5_CDN","Watershed",5,"CDN","D","N","POAL2","Poa alpina","graminoid"
NA,5,2006,"5_CDN","Watershed",5,"CDN","D","N",NA,NA,NA
"CARSCO",6,2007,"5_CDN","Watershed",5,"CDN","D","N","CASCS2","Carex scopulorum var. scopulorum","graminoid"
NA,7,2008,"5_CDN","Watershed",5,"CDN","D","N",NA,NA,NA
NA,8,2009,"5_CDN","Watershed",5,"CDN","D","N",NA,NA,NA
"FESBRA",9,2010,"5_CDN","Watershed",5,"CDN","D","N","FEBR","Festuca brachyphylla","graminoid"
NA,10,2011,"5_CDN","Watershed",5,"CDN","D","N",NA,NA,NA
NA,11,2012,"5_CDN","Watershed",5,"CDN","D","N",NA,NA,NA
"CASOCC",12,2013,"5_CDN","Watershed",5,"CDN","D","N","CAOC4","Castilleja occidentalis","forb"
NA,13,2014,"5_CDN","Watershed",5,"CDN","D","N",NA,NA,NA
"SEDLAN",14,2015,"5_CDN","Watershed",5,"CDN","D","N","SELA","Sedum lanceolatum","forb"
NA,15,2016,"5_CDN","Watershed",5,"CDN","D","N",NA,NA,NA
NA,16,2017,"5_CDN","Watershed",5,"CDN","D","N",NA,NA,NA
"CARNOV",17,2018,"5_CDN","Watershed",5,"CDN","D","N","CANO3","Carex nova","graminoid"
"LEWPYG",2,2003,"6_CDN","Lefty",6,"CDN","D","N","LEPY2","Lewisia pygmaea","forb"
"SIBPRO",2,2003,"6_CDN","Lefty",6,"CDN","D","N","SIPR","Sibbaldia procumbens","forb"
"CALLEP",3,2004,"6_CDN","Lefty",6,"CDN","D","N","CALE4","Caltha leptosepala","forb"
"STELON",3,2004,"6_CDN","Lefty",6,"CDN","D","N","STLOL7","Stellaria longipes ssp. longipes","forb"
"TRIPAR",4,2005,"6_CDN","Lefty",6,"CDN","D","N","TRPAP","Trifolium parryi ssp. parryi","forb"
"TRISPI",4,2005,"6_CDN","Lefty",6,"CDN","D","N","TRSP2","Trisetum spicatum","graminoid"
"FESBRA",5,2006,"6_CDN","Lefty",6,"CDN","D","N","FEBR","Festuca brachyphylla","graminoid"
"SOLMUL",5,2006,"6_CDN","Lefty",6,"CDN","D","N","SOMU","Solidago multiradiata","forb"
"LUZSPI",6,2007,"6_CDN","Lefty",6,"CDN","D","N","LUSP4","Luzula spicata","graminoid"
NA,7,2008,"6_CDN","Lefty",6,"CDN","D","N",NA,NA,NA
NA,8,2009,"6_CDN","Lefty",6,"CDN","D","N",NA,NA,NA
NA,9,2010,"6_CDN","Lefty",6,"CDN","D","N",NA,NA,NA
NA,10,2011,"6_CDN","Lefty",6,"CDN","D","N",NA,NA,NA
NA,11,2012,"6_CDN","Lefty",6,"CDN","D","N",NA,NA,NA
NA,12,2013,"6_CDN","Lefty",6,"CDN","D","N",NA,NA,NA
NA,13,2014,"6_CDN","Lefty",6,"CDN","D","N",NA,NA,NA
NA,14,2015,"6_CDN","Lefty",6,"CDN","D","N",NA,NA,NA
NA,15,2016,"6_CDN","Lefty",6,"CDN","D","N",NA,NA,NA
"GENAMA",16,2017,"6_CDN","Lefty",6,"CDN","D","N","GEAM3","Gentianella amarella","forb"
"DANINT",17,2018,"6_CDN","Lefty",6,"CDN","D","N","DAIN","Danthonia intermedia","graminoid"
"LEWPYG",2,2003,"7_CDN","Subalpine",7,"CDN","D","N","LEPY2","Lewisia pygmaea","forb"
"RHOINT",2,2003,"7_CDN","Subalpine",7,"CDN","D","N","RHIN11","Rhodiola integrifolia","forb"
NA,3,2004,"7_CDN","Subalpine",7,"CDN","D","N",NA,NA,NA
"ACHMIL",4,2005,"7_CDN","Subalpine",7,"CDN","D","N","ACMIA","Achillea millefolium var. alpicola","forb"
"DANINT",4,2005,"7_CDN","Subalpine",7,"CDN","D","N","DAIN","Danthonia intermedia","graminoid"
NA,5,2006,"7_CDN","Subalpine",7,"CDN","D","N",NA,NA,NA
"LUZSPI",6,2007,"7_CDN","Subalpine",7,"CDN","D","N","LUSP4","Luzula spicata","graminoid"
"STELON",6,2007,"7_CDN","Subalpine",7,"CDN","D","N","STLOL7","Stellaria longipes ssp. longipes","forb"
NA,7,2008,"7_CDN","Subalpine",7,"CDN","D","N",NA,NA,NA
NA,8,2009,"7_CDN","Subalpine",7,"CDN","D","N",NA,NA,NA
NA,9,2010,"7_CDN","Subalpine",7,"CDN","D","N",NA,NA,NA
NA,10,2011,"7_CDN","Subalpine",7,"CDN","D","N",NA,NA,NA
NA,11,2012,"7_CDN","Subalpine",7,"CDN","D","N",NA,NA,NA
NA,12,2013,"7_CDN","Subalpine",7,"CDN","D","N",NA,NA,NA
NA,13,2014,"7_CDN","Subalpine",7,"CDN","D","N",NA,NA,NA
"CARHET",14,2015,"7_CDN","Subalpine",7,"CDN","D","N","CAHEC","Carex heteroneura var. chalciolepis","graminoid"
NA,15,2016,"7_CDN","Subalpine",7,"CDN","D","N",NA,NA,NA
"GENAMA",16,2017,"7_CDN","Subalpine",7,"CDN","D","N","GEAM3","Gentianella amarella","forb"
NA,17,2018,"7_CDN","Subalpine",7,"CDN","D","N",NA,NA,NA
NA,2,2003,"1_CDX","Longs",1,"CDX","D","X",NA,NA,NA
"BISVIV",3,2004,"1_CDX","Longs",1,"CDX","D","X","POVI3","Polygonum viviparum","forb"
"AREFEN",4,2005,"1_CDX","Longs",1,"CDX","D","X","ARFE3","Arenaria fendleri","forb"
NA,5,2006,"1_CDX","Longs",1,"CDX","D","X",NA,NA,NA
"FESBRA",6,2007,"1_CDX","Longs",1,"CDX","D","X","FEBR","Festuca brachyphylla","graminoid"
"LEWPYG",6,2007,"1_CDX","Longs",1,"CDX","D","X","LEPY2","Lewisia pygmaea","forb"
"POAGLA",6,2007,"1_CDX","Longs",1,"CDX","D","X","POGLR2","Poa glauca ssp. rupicola","graminoid"
"SALIX_SP1",6,2007,"1_CDX","Longs",1,"CDX","D","X","SALIX","Salix","shrub, subshrub"
"ERISIM",7,2008,"1_CDX","Longs",1,"CDX","D","X","ERSI3","Erigeron simplex","forb"
"CHIJAM",8,2009,"1_CDX","Longs",1,"CDX","D","X","CHJA","Chionophila jamesii","forb"
NA,9,2010,"1_CDX","Longs",1,"CDX","D","X",NA,NA,NA
"LUZSPI",10,2011,"1_CDX","Longs",1,"CDX","D","X","LUSP4","Luzula spicata","graminoid"
"POAALP",11,2012,"1_CDX","Longs",1,"CDX","D","X","POAL2","Poa alpina","graminoid"
"SEDLAN",12,2013,"1_CDX","Longs",1,"CDX","D","X","SELA","Sedum lanceolatum","forb"
"POAARC",13,2014,"1_CDX","Longs",1,"CDX","D","X","POARG","Poa arctica ssp. grayana","graminoid"
NA,14,2015,"1_CDX","Longs",1,"CDX","D","X",NA,NA,NA
NA,15,2016,"1_CDX","Longs",1,"CDX","D","X",NA,NA,NA
NA,16,2017,"1_CDX","Longs",1,"CDX","D","X",NA,NA,NA
"DRACRA2",17,2018,"1_CDX","Longs",1,"CDX","D","X","DRCR2","Draba crassifolia","forb"
"NOCFEN",17,2018,"1_CDX","Longs",1,"CDX","D","X","NOFEG","Noccaea fendleri ssp. glauca","forb"
"LLOSER",2,2003,"2_CDX","Edge",2,"CDX","D","X","LLSE","Lloydia serotina","forb"
"RHOINT",3,2004,"2_CDX","Edge",2,"CDX","D","X","RHIN11","Rhodiola integrifolia","forb"
"RHORHO",3,2004,"2_CDX","Edge",2,"CDX","D","X","RHRH4","Rhodiola rhodantha","forb"
"AREFEN",4,2005,"2_CDX","Edge",2,"CDX","D","X","ARFE3","Arenaria fendleri","forb"
NA,5,2006,"2_CDX","Edge",2,"CDX","D","X",NA,NA,NA
NA,6,2007,"2_CDX","Edge",2,"CDX","D","X",NA,NA,NA
NA,7,2008,"2_CDX","Edge",2,"CDX","D","X",NA,NA,NA
NA,8,2009,"2_CDX","Edge",2,"CDX","D","X",NA,NA,NA
NA,9,2010,"2_CDX","Edge",2,"CDX","D","X",NA,NA,NA
NA,10,2011,"2_CDX","Edge",2,"CDX","D","X",NA,NA,NA
NA,11,2012,"2_CDX","Edge",2,"CDX","D","X",NA,NA,NA
"FESBRA",12,2013,"2_CDX","Edge",2,"CDX","D","X","FEBR","Festuca brachyphylla","graminoid"
NA,13,2014,"2_CDX","Edge",2,"CDX","D","X",NA,NA,NA
"CASOCC",14,2015,"2_CDX","Edge",2,"CDX","D","X","CAOC4","Castilleja occidentalis","forb"
NA,15,2016,"2_CDX","Edge",2,"CDX","D","X",NA,NA,NA
"GENAMA",16,2017,"2_CDX","Edge",2,"CDX","D","X","GEAM3","Gentianella amarella","forb"
"LEWPYG",17,2018,"2_CDX","Edge",2,"CDX","D","X","LEPY2","Lewisia pygmaea","forb"
"TRISPI",17,2018,"2_CDX","Edge",2,"CDX","D","X","TRSP2","Trisetum spicatum","graminoid"
"RHOINT",2,2003,"3_CDX","Edge",3,"CDX","D","X","RHIN11","Rhodiola integrifolia","forb"
"STELON",2,2003,"3_CDX","Edge",3,"CDX","D","X","STLOL7","Stellaria longipes ssp. longipes","forb"
NA,3,2004,"3_CDX","Edge",3,"CDX","D","X",NA,NA,NA
NA,4,2005,"3_CDX","Edge",3,"CDX","D","X",NA,NA,NA
"FESBRA",5,2006,"3_CDX","Edge",3,"CDX","D","X","FEBR","Festuca brachyphylla","graminoid"
"SEDLAN",5,2006,"3_CDX","Edge",3,"CDX","D","X","SELA","Sedum lanceolatum","forb"
"TRIPAR",5,2006,"3_CDX","Edge",3,"CDX","D","X","TRPAP","Trifolium parryi ssp. parryi","forb"
"LEWPYG",6,2007,"3_CDX","Edge",3,"CDX","D","X","LEPY2","Lewisia pygmaea","forb"
"LUZSPI",6,2007,"3_CDX","Edge",3,"CDX","D","X","LUSP4","Luzula spicata","graminoid"
NA,7,2008,"3_CDX","Edge",3,"CDX","D","X",NA,NA,NA
NA,8,2009,"3_CDX","Edge",3,"CDX","D","X",NA,NA,NA
NA,9,2010,"3_CDX","Edge",3,"CDX","D","X",NA,NA,NA
"BISVIV",10,2011,"3_CDX","Edge",3,"CDX","D","X","POVI3","Polygonum viviparum","forb"
"SIBPRO",10,2011,"3_CDX","Edge",3,"CDX","D","X","SIPR","Sibbaldia procumbens","forb"
"TRISPI",10,2011,"3_CDX","Edge",3,"CDX","D","X","TRSP2","Trisetum spicatum","graminoid"
NA,11,2012,"3_CDX","Edge",3,"CDX","D","X",NA,NA,NA
NA,12,2013,"3_CDX","Edge",3,"CDX","D","X",NA,NA,NA
"CASOCC",13,2014,"3_CDX","Edge",3,"CDX","D","X","CAOC4","Castilleja occidentalis","forb"
NA,14,2015,"3_CDX","Edge",3,"CDX","D","X",NA,NA,NA
"GENAMA",15,2016,"3_CDX","Edge",3,"CDX","D","X","GEAM3","Gentianella amarella","forb"
NA,16,2017,"3_CDX","Edge",3,"CDX","D","X",NA,NA,NA
NA,17,2018,"3_CDX","Edge",3,"CDX","D","X",NA,NA,NA
"AREFEN",2,2003,"4_CDX","Tundra Lab",4,"CDX","D","X","ARFE3","Arenaria fendleri","forb"
"TRISPI",2,2003,"4_CDX","Tundra Lab",4,"CDX","D","X","TRSP2","Trisetum spicatum","graminoid"
"BISVIV",3,2004,"4_CDX","Tundra Lab",4,"CDX","D","X","POVI3","Polygonum viviparum","forb"
"MINOBT",3,2004,"4_CDX","Tundra Lab",4,"CDX","D","X","MIOB2","Minuartia obtusiloba","forb"
"RANADO",3,2004,"4_CDX","Tundra Lab",4,"CDX","D","X","RAAD","Ranunculus adoneus","forb"
"STELON",3,2004,"4_CDX","Tundra Lab",4,"CDX","D","X","STLOL7","Stellaria longipes ssp. longipes","forb"
"LEWPYG",4,2005,"4_CDX","Tundra Lab",4,"CDX","D","X","LEPY2","Lewisia pygmaea","forb"
NA,5,2006,"4_CDX","Tundra Lab",4,"CDX","D","X",NA,NA,NA
"FESBRA",6,2007,"4_CDX","Tundra Lab",4,"CDX","D","X","FEBR","Festuca brachyphylla","graminoid"
"LUZSPI",7,2008,"4_CDX","Tundra Lab",4,"CDX","D","X","LUSP4","Luzula spicata","graminoid"
NA,8,2009,"4_CDX","Tundra Lab",4,"CDX","D","X",NA,NA,NA
"SAXRHO",9,2010,"4_CDX","Tundra Lab",4,"CDX","D","X","SARH2","Saxifraga rhomboidea","forb"
NA,10,2011,"4_CDX","Tundra Lab",4,"CDX","D","X",NA,NA,NA
NA,11,2012,"4_CDX","Tundra Lab",4,"CDX","D","X",NA,NA,NA
NA,12,2013,"4_CDX","Tundra Lab",4,"CDX","D","X",NA,NA,NA
"CARHET",13,2014,"4_CDX","Tundra Lab",4,"CDX","D","X","CAHEC","Carex heteroneura var. chalciolepis","graminoid"
NA,14,2015,"4_CDX","Tundra Lab",4,"CDX","D","X",NA,NA,NA
NA,15,2016,"4_CDX","Tundra Lab",4,"CDX","D","X",NA,NA,NA
NA,16,2017,"4_CDX","Tundra Lab",4,"CDX","D","X",NA,NA,NA
"SELDEN",17,2018,"4_CDX","Tundra Lab",4,"CDX","D","X","SEDES","Selaginella densa var. scopulorum","lycopod"
NA,2,2003,"5_CDX","Watershed",5,"CDX","D","X",NA,NA,NA
NA,3,2004,"5_CDX","Watershed",5,"CDX","D","X",NA,NA,NA
"LEWPYG",4,2005,"5_CDX","Watershed",5,"CDX","D","X","LEPY2","Lewisia pygmaea","forb"
NA,5,2006,"5_CDX","Watershed",5,"CDX","D","X",NA,NA,NA
NA,6,2007,"5_CDX","Watershed",5,"CDX","D","X",NA,NA,NA
"RHOINT",7,2008,"5_CDX","Watershed",5,"CDX","D","X","RHIN11","Rhodiola integrifolia","forb"
"ALLGEY",8,2009,"5_CDX","Watershed",5,"CDX","D","X","ALGE","Allium geyeri","forb"
NA,9,2010,"5_CDX","Watershed",5,"CDX","D","X",NA,NA,NA
NA,10,2011,"5_CDX","Watershed",5,"CDX","D","X",NA,NA,NA
"POAALP",11,2012,"5_CDX","Watershed",5,"CDX","D","X","POAL2","Poa alpina","graminoid"
"STELON",11,2012,"5_CDX","Watershed",5,"CDX","D","X","STLOL7","Stellaria longipes ssp. longipes","forb"
NA,12,2013,"5_CDX","Watershed",5,"CDX","D","X",NA,NA,NA
NA,13,2014,"5_CDX","Watershed",5,"CDX","D","X",NA,NA,NA
"CERARV",14,2015,"5_CDX","Watershed",5,"CDX","D","X","CEARS2","Cerastium arvense ssp. strictum","forb"
"SOLMUL",14,2015,"5_CDX","Watershed",5,"CDX","D","X","SOMU","Solidago multiradiata","forb"
"CASOCC",15,2016,"5_CDX","Watershed",5,"CDX","D","X","CAOC4","Castilleja occidentalis","forb"
"LUZSPI",15,2016,"5_CDX","Watershed",5,"CDX","D","X","LUSP4","Luzula spicata","graminoid"
"MINOBT",15,2016,"5_CDX","Watershed",5,"CDX","D","X","MIOB2","Minuartia obtusiloba","forb"
NA,16,2017,"5_CDX","Watershed",5,"CDX","D","X",NA,NA,NA
"ANTMED",17,2018,"5_CDX","Watershed",5,"CDX","D","X","ANME2","Antennaria media","forb"
"SEDLAN",17,2018,"5_CDX","Watershed",5,"CDX","D","X","SELA","Sedum lanceolatum","forb"
"BISVIV",2,2003,"6_CDX","Lefty",6,"CDX","D","X","POVI3","Polygonum viviparum","forb"
"CASOCC",2,2003,"6_CDX","Lefty",6,"CDX","D","X","CAOC4","Castilleja occidentalis","forb"
"STELON",3,2004,"6_CDX","Lefty",6,"CDX","D","X","STLOL7","Stellaria longipes ssp. longipes","forb"
NA,4,2005,"6_CDX","Lefty",6,"CDX","D","X",NA,NA,NA
"LEWPYG",5,2006,"6_CDX","Lefty",6,"CDX","D","X","LEPY2","Lewisia pygmaea","forb"
"SOLMUL",5,2006,"6_CDX","Lefty",6,"CDX","D","X","SOMU","Solidago multiradiata","forb"
"AREFEN",6,2007,"6_CDX","Lefty",6,"CDX","D","X","ARFE3","Arenaria fendleri","forb"
NA,7,2008,"6_CDX","Lefty",6,"CDX","D","X",NA,NA,NA
NA,8,2009,"6_CDX","Lefty",6,"CDX","D","X",NA,NA,NA
NA,9,2010,"6_CDX","Lefty",6,"CDX","D","X",NA,NA,NA
NA,10,2011,"6_CDX","Lefty",6,"CDX","D","X",NA,NA,NA
"ALLGEY",11,2012,"6_CDX","Lefty",6,"CDX","D","X","ALGE","Allium geyeri","forb"
"CHIJAM",11,2012,"6_CDX","Lefty",6,"CDX","D","X","CHJA","Chionophila jamesii","forb"
NA,12,2013,"6_CDX","Lefty",6,"CDX","D","X",NA,NA,NA
NA,13,2014,"6_CDX","Lefty",6,"CDX","D","X",NA,NA,NA
NA,14,2015,"6_CDX","Lefty",6,"CDX","D","X",NA,NA,NA
NA,15,2016,"6_CDX","Lefty",6,"CDX","D","X",NA,NA,NA
NA,16,2017,"6_CDX","Lefty",6,"CDX","D","X",NA,NA,NA
"DANINT",17,2018,"6_CDX","Lefty",6,"CDX","D","X","DAIN","Danthonia intermedia","graminoid"
NA,2,2003,"7_CDX","Subalpine",7,"CDX","D","X",NA,NA,NA
"DANINT",3,2004,"7_CDX","Subalpine",7,"CDX","D","X","DAIN","Danthonia intermedia","graminoid"
"STELON",3,2004,"7_CDX","Subalpine",7,"CDX","D","X","STLOL7","Stellaria longipes ssp. longipes","forb"
"LEWPYG",4,2005,"7_CDX","Subalpine",7,"CDX","D","X","LEPY2","Lewisia pygmaea","forb"
"MERLAN",4,2005,"7_CDX","Subalpine",7,"CDX","D","X","MELA3","Mertensia lanceolata","forb"
"RANADO",4,2005,"7_CDX","Subalpine",7,"CDX","D","X","RAAD","Ranunculus adoneus","forb"
"TRISPI",4,2005,"7_CDX","Subalpine",7,"CDX","D","X","TRSP2","Trisetum spicatum","graminoid"
NA,5,2006,"7_CDX","Subalpine",7,"CDX","D","X",NA,NA,NA
"FESBRA",6,2007,"7_CDX","Subalpine",7,"CDX","D","X","FEBR","Festuca brachyphylla","graminoid"
"POAALP",6,2007,"7_CDX","Subalpine",7,"CDX","D","X","POAL2","Poa alpina","graminoid"
NA,7,2008,"7_CDX","Subalpine",7,"CDX","D","X",NA,NA,NA
NA,8,2009,"7_CDX","Subalpine",7,"CDX","D","X",NA,NA,NA
NA,9,2010,"7_CDX","Subalpine",7,"CDX","D","X",NA,NA,NA
NA,10,2011,"7_CDX","Subalpine",7,"CDX","D","X",NA,NA,NA
NA,11,2012,"7_CDX","Subalpine",7,"CDX","D","X",NA,NA,NA
NA,12,2013,"7_CDX","Subalpine",7,"CDX","D","X",NA,NA,NA
NA,13,2014,"7_CDX","Subalpine",7,"CDX","D","X",NA,NA,NA
NA,14,2015,"7_CDX","Subalpine",7,"CDX","D","X",NA,NA,NA
NA,15,2016,"7_CDX","Subalpine",7,"CDX","D","X",NA,NA,NA
"GENAMA",16,2017,"7_CDX","Subalpine",7,"CDX","D","X","GEAM3","Gentianella amarella","forb"
NA,17,2018,"7_CDX","Subalpine",7,"CDX","D","X",NA,NA,NA
"ERISIM",2,2003,"1_CXC","Longs",1,"CXC","X","C","ERSI3","Erigeron simplex","forb"
NA,3,2004,"1_CXC","Longs",1,"CXC","X","C",NA,NA,NA
"AREFEN",4,2005,"1_CXC","Longs",1,"CXC","X","C","ARFE3","Arenaria fendleri","forb"
"LUZSPI",4,2005,"1_CXC","Longs",1,"CXC","X","C","LUSP4","Luzula spicata","graminoid"
NA,5,2006,"1_CXC","Longs",1,"CXC","X","C",NA,NA,NA
"CHIJAM",6,2007,"1_CXC","Longs",1,"CXC","X","C","CHJA","Chionophila jamesii","forb"
"FESBRA",6,2007,"1_CXC","Longs",1,"CXC","X","C","FEBR","Festuca brachyphylla","graminoid"
NA,7,2008,"1_CXC","Longs",1,"CXC","X","C",NA,NA,NA
NA,8,2009,"1_CXC","Longs",1,"CXC","X","C",NA,NA,NA
