LTER_site,local_site,date,yr,mon,doy,ppt_mm,ppt_qcflag,ppt_qaflag
NWT,University Camp Snotel (838),1996-03-27,1996,3,87,0,E,U
NWT,University Camp Snotel (838),1996-03-28,1996,3,88,0,E,U
NWT,University Camp Snotel (838),1996-03-29,1996,3,89,0,E,U
NWT,University Camp Snotel (838),1996-03-30,1996,3,90,0,E,U
NWT,University Camp Snotel (838),1996-03-31,1996,3,91,0,V,U
NWT,University Camp Snotel (838),1996-04-01,1996,4,92,0,V,U
NWT,University Camp Snotel (838),1996-04-02,1996,4,93,0,V,U
NWT,University Camp Snotel (838),1996-04-03,1996,4,94,3,V,U
NWT,University Camp Snotel (838),1996-04-04,1996,4,95,20,V,U
NWT,University Camp Snotel (838),1996-04-05,1996,4,96,0,V,U
NWT,University Camp Snotel (838),1996-04-06,1996,4,97,0,E,U
NWT,University Camp Snotel (838),1996-04-07,1996,4,98,0,E,U
NWT,University Camp Snotel (838),1996-04-08,1996,4,99,0,E,U
NWT,University Camp Snotel (838),1996-04-09,1996,4,100,0,E,U
NWT,University Camp Snotel (838),1996-04-10,1996,4,101,0,E,U
NWT,University Camp Snotel (838),1996-04-11,1996,4,102,8,E,U
NWT,University Camp Snotel (838),1996-04-12,1996,4,103,3,V,U
NWT,University Camp Snotel (838),1996-04-13,1996,4,104,5,V,U
NWT,University Camp Snotel (838),1996-04-14,1996,4,105,0,V,U
NWT,University Camp Snotel (838),1996-04-15,1996,4,106,0,V,U
NWT,University Camp Snotel (838),1996-04-16,1996,4,107,0,V,U
NWT,University Camp Snotel (838),1996-04-17,1996,4,108,8,V,U
NWT,University Camp Snotel (838),1996-04-18,1996,4,109,13,V,U
NWT,University Camp Snotel (838),1996-04-19,1996,4,110,10,V,U
NWT,University Camp Snotel (838),1996-04-20,1996,4,111,10,V,U
NWT,University Camp Snotel (838),1996-04-21,1996,4,112,0,V,U
NWT,University Camp Snotel (838),1996-04-22,1996,4,113,0,V,U
NWT,University Camp Snotel (838),1996-04-23,1996,4,114,0,V,U
NWT,University Camp Snotel (838),1996-04-24,1996,4,115,3,V,U
NWT,University Camp Snotel (838),1996-04-25,1996,4,116,15,V,U
NWT,University Camp Snotel (838),1996-04-26,1996,4,117,0,V,U
NWT,University Camp Snotel (838),1996-04-27,1996,4,118,3,V,U
NWT,University Camp Snotel (838),1996-04-28,1996,4,119,5,V,U
NWT,University Camp Snotel (838),1996-04-29,1996,4,120,0,V,U
NWT,University Camp Snotel (838),1996-04-30,1996,4,121,5,V,U
NWT,University Camp Snotel (838),1996-05-01,1996,5,122,10,V,U
NWT,University Camp Snotel (838),1996-05-02,1996,5,123,8,V,U
NWT,University Camp Snotel (838),1996-05-03,1996,5,124,0,V,U
NWT,University Camp Snotel (838),1996-05-04,1996,5,125,0,V,U
NWT,University Camp Snotel (838),1996-05-05,1996,5,126,0,V,U
NWT,University Camp Snotel (838),1996-05-06,1996,5,127,0,V,U
NWT,University Camp Snotel (838),1996-05-07,1996,5,128,0,V,U
NWT,University Camp Snotel (838),1996-05-08,1996,5,129,0,V,U
NWT,University Camp Snotel (838),1996-05-09,1996,5,130,3,V,U
NWT,University Camp Snotel (838),1996-05-10,1996,5,131,0,V,U
NWT,University Camp Snotel (838),1996-05-11,1996,5,132,0,V,U
NWT,University Camp Snotel (838),1996-05-12,1996,5,133,0,V,U
NWT,University Camp Snotel (838),1996-05-13,1996,5,134,0,V,U
NWT,University Camp Snotel (838),1996-05-14,1996,5,135,0,E,U
NWT,University Camp Snotel (838),1996-05-15,1996,5,136,0,E,U
NWT,University Camp Snotel (838),1996-05-16,1996,5,137,0,V,U
NWT,University Camp Snotel (838),1996-05-17,1996,5,138,3,V,U
NWT,University Camp Snotel (838),1996-05-18,1996,5,139,0,V,U
NWT,University Camp Snotel (838),1996-05-19,1996,5,140,3,V,U
NWT,University Camp Snotel (838),1996-05-20,1996,5,141,3,V,U
NWT,University Camp Snotel (838),1996-05-21,1996,5,142,0,V,U
NWT,University Camp Snotel (838),1996-05-22,1996,5,143,0,V,U
NWT,University Camp Snotel (838),1996-05-23,1996,5,144,18,V,U
NWT,University Camp Snotel (838),1996-05-24,1996,5,145,23,V,U
NWT,University Camp Snotel (838),1996-05-25,1996,5,146,10,V,U
NWT,University Camp Snotel (838),1996-05-26,1996,5,147,28,V,U
NWT,University Camp Snotel (838),1996-05-27,1996,5,148,3,V,U
NWT,University Camp Snotel (838),1996-05-28,1996,5,149,8,V,U
NWT,University Camp Snotel (838),1996-05-29,1996,5,150,3,V,U
NWT,University Camp Snotel (838),1996-05-30,1996,5,151,0,V,U
NWT,University Camp Snotel (838),1996-05-31,1996,5,152,3,V,U
NWT,University Camp Snotel (838),1996-06-01,1996,6,153,0,V,U
NWT,University Camp Snotel (838),1996-06-02,1996,6,154,0,V,U
NWT,University Camp Snotel (838),1996-06-03,1996,6,155,0,E,U
NWT,University Camp Snotel (838),1996-06-04,1996,6,156,0,E,U
NWT,University Camp Snotel (838),1996-06-05,1996,6,157,0,E,U
NWT,University Camp Snotel (838),1996-06-06,1996,6,158,0,V,U
NWT,University Camp Snotel (838),1996-06-07,1996,6,159,0,E,U
NWT,University Camp Snotel (838),1996-06-08,1996,6,160,0,E,U
NWT,University Camp Snotel (838),1996-06-09,1996,6,161,0,V,U
NWT,University Camp Snotel (838),1996-06-10,1996,6,162,3,V,U
NWT,University Camp Snotel (838),1996-06-11,1996,6,163,0,V,U
NWT,University Camp Snotel (838),1996-06-12,1996,6,164,3,V,U
NWT,University Camp Snotel (838),1996-06-13,1996,6,165,0,V,U
NWT,University Camp Snotel (838),1996-06-14,1996,6,166,0,E,U
NWT,University Camp Snotel (838),1996-06-15,1996,6,167,15,E,U
NWT,University Camp Snotel (838),1996-06-16,1996,6,168,0,V,U
NWT,University Camp Snotel (838),1996-06-17,1996,6,169,0,V,U
NWT,University Camp Snotel (838),1996-06-18,1996,6,170,0,V,U
NWT,University Camp Snotel (838),1996-06-19,1996,6,171,0,V,U
NWT,University Camp Snotel (838),1996-06-20,1996,6,172,0,E,U
NWT,University Camp Snotel (838),1996-06-21,1996,6,173,18,E,U
NWT,University Camp Snotel (838),1996-06-22,1996,6,174,5,V,U
NWT,University Camp Snotel (838),1996-06-23,1996,6,175,0,V,U
NWT,University Camp Snotel (838),1996-06-24,1996,6,176,0,E,U
NWT,University Camp Snotel (838),1996-06-25,1996,6,177,0,E,U
NWT,University Camp Snotel (838),1996-06-26,1996,6,178,0,E,U
NWT,University Camp Snotel (838),1996-06-27,1996,6,179,0,E,U
NWT,University Camp Snotel (838),1996-06-28,1996,6,180,0,V,U
NWT,University Camp Snotel (838),1996-06-29,1996,6,181,0,V,U
NWT,University Camp Snotel (838),1996-06-30,1996,6,182,0,V,U
NWT,University Camp Snotel (838),1996-07-01,1996,7,183,0,V,U
NWT,University Camp Snotel (838),1996-07-02,1996,7,184,0,V,U
NWT,University Camp Snotel (838),1996-07-03,1996,7,185,0,V,U
NWT,University Camp Snotel (838),1996-07-04,1996,7,186,0,V,U
NWT,University Camp Snotel (838),1996-07-05,1996,7,187,0,E,U
NWT,University Camp Snotel (838),1996-07-06,1996,7,188,0,E,U
NWT,University Camp Snotel (838),1996-07-07,1996,7,189,0,V,U
NWT,University Camp Snotel (838),1996-07-08,1996,7,190,0,V,U
NWT,University Camp Snotel (838),1996-07-09,1996,7,191,0,E,U
NWT,University Camp Snotel (838),1996-07-10,1996,7,192,0,E,U
NWT,University Camp Snotel (838),1996-07-11,1996,7,193,0,V,U
NWT,University Camp Snotel (838),1996-07-12,1996,7,194,0,V,U
NWT,University Camp Snotel (838),1996-07-13,1996,7,195,3,V,U
NWT,University Camp Snotel (838),1996-07-14,1996,7,196,5,V,U
NWT,University Camp Snotel (838),1996-07-15,1996,7,197,0,V,U
NWT,University Camp Snotel (838),1996-07-16,1996,7,198,3,V,U
NWT,University Camp Snotel (838),1996-07-17,1996,7,199,0,V,U
NWT,University Camp Snotel (838),1996-07-18,1996,7,200,0,V,U
NWT,University Camp Snotel (838),1996-07-19,1996,7,201,0,V,U
NWT,University Camp Snotel (838),1996-07-20,1996,7,202,0,E,U
NWT,University Camp Snotel (838),1996-07-21,1996,7,203,0,E,U
NWT,University Camp Snotel (838),1996-07-22,1996,7,204,3,V,U
NWT,University Camp Snotel (838),1996-07-23,1996,7,205,3,V,U
NWT,University Camp Snotel (838),1996-07-24,1996,7,206,0,E,U
NWT,University Camp Snotel (838),1996-07-25,1996,7,207,0,E,U
NWT,University Camp Snotel (838),1996-07-26,1996,7,208,0,V,U
NWT,University Camp Snotel (838),1996-07-27,1996,7,209,0,V,U
NWT,University Camp Snotel (838),1996-07-28,1996,7,210,0,E,U
NWT,University Camp Snotel (838),1996-07-29,1996,7,211,0,E,U
NWT,University Camp Snotel (838),1996-07-30,1996,7,212,0,E,U
NWT,University Camp Snotel (838),1996-07-31,1996,7,213,0,E,U
NWT,University Camp Snotel (838),1996-08-01,1996,8,214,0,E,U
NWT,University Camp Snotel (838),1996-08-02,1996,8,215,0,E,U
NWT,University Camp Snotel (838),1996-08-03,1996,8,216,3,V,U
NWT,University Camp Snotel (838),1996-08-04,1996,8,217,0,V,U
NWT,University Camp Snotel (838),1996-08-05,1996,8,218,0,E,U
NWT,University Camp Snotel (838),1996-08-06,1996,8,219,0,E,U
NWT,University Camp Snotel (838),1996-08-07,1996,8,220,3,V,U
NWT,University Camp Snotel (838),1996-08-08,1996,8,221,0,V,U
NWT,University Camp Snotel (838),1996-08-09,1996,8,222,0,V,U
NWT,University Camp Snotel (838),1996-08-10,1996,8,223,0,V,U
NWT,University Camp Snotel (838),1996-08-11,1996,8,224,0,V,U
NWT,University Camp Snotel (838),1996-08-12,1996,8,225,0,E,U
NWT,University Camp Snotel (838),1996-08-13,1996,8,226,0,E,U
NWT,University Camp Snotel (838),1996-08-14,1996,8,227,0,E,U
NWT,University Camp Snotel (838),1996-08-15,1996,8,228,0,V,U
NWT,University Camp Snotel (838),1996-08-16,1996,8,229,0,E,U
NWT,University Camp Snotel (838),1996-08-17,1996,8,230,0,E,U
NWT,University Camp Snotel (838),1996-08-18,1996,8,231,3,V,U
NWT,University Camp Snotel (838),1996-08-19,1996,8,232,5,V,U
NWT,University Camp Snotel (838),1996-08-20,1996,8,233,0,V,U
NWT,University Camp Snotel (838),1996-08-21,1996,8,234,5,V,U
NWT,University Camp Snotel (838),1996-08-22,1996,8,235,3,V,U
NWT,University Camp Snotel (838),1996-08-23,1996,8,236,0,V,U
NWT,University Camp Snotel (838),1996-08-24,1996,8,237,0,V,U
NWT,University Camp Snotel (838),1996-08-25,1996,8,238,0,E,U
NWT,University Camp Snotel (838),1996-08-26,1996,8,239,0,E,U
NWT,University Camp Snotel (838),1996-08-27,1996,8,240,8,E,U
NWT,University Camp Snotel (838),1996-08-28,1996,8,241,0,V,U
NWT,University Camp Snotel (838),1996-08-29,1996,8,242,0,E,U
NWT,University Camp Snotel (838),1996-08-30,1996,8,243,0,E,U
NWT,University Camp Snotel (838),1996-08-31,1996,8,244,0,E,U
NWT,University Camp Snotel (838),1996-09-01,1996,9,245,0,E,U
NWT,University Camp Snotel (838),1996-09-02,1996,9,246,0,V,U
NWT,University Camp Snotel (838),1996-09-03,1996,9,247,0,V,U
NWT,University Camp Snotel (838),1996-09-04,1996,9,248,0,V,U
NWT,University Camp Snotel (838),1996-09-05,1996,9,249,0,E,U
NWT,University Camp Snotel (838),1996-09-06,1996,9,250,3,E,U
NWT,University Camp Snotel (838),1996-09-07,1996,9,251,0,E,U
NWT,University Camp Snotel (838),1996-09-08,1996,9,252,0,V,U
NWT,University Camp Snotel (838),1996-09-09,1996,9,253,3,V,U
NWT,University Camp Snotel (838),1996-09-10,1996,9,254,0,V,U
NWT,University Camp Snotel (838),1996-09-11,1996,9,255,3,V,U
NWT,University Camp Snotel (838),1996-09-12,1996,9,256,3,V,U
NWT,University Camp Snotel (838),1996-09-13,1996,9,257,0,V,U
NWT,University Camp Snotel (838),1996-09-14,1996,9,258,3,V,U
NWT,University Camp Snotel (838),1996-09-15,1996,9,259,3,E,U
NWT,University Camp Snotel (838),1996-09-16,1996,9,260,0,E,U
NWT,University Camp Snotel (838),1996-09-17,1996,9,261,15,V,U
NWT,University Camp Snotel (838),1996-09-18,1996,9,262,25,V,U
NWT,University Camp Snotel (838),1996-09-19,1996,9,263,3,V,U
NWT,University Camp Snotel (838),1996-09-20,1996,9,264,0,E,U
NWT,University Camp Snotel (838),1996-09-21,1996,9,265,0,E,U
NWT,University Camp Snotel (838),1996-09-22,1996,9,266,3,V,U
NWT,University Camp Snotel (838),1996-09-23,1996,9,267,10,V,U
NWT,University Camp Snotel (838),1996-09-24,1996,9,268,5,V,U
NWT,University Camp Snotel (838),1996-09-25,1996,9,269,25,V,U
NWT,University Camp Snotel (838),1996-09-26,1996,9,270,23,V,U
NWT,University Camp Snotel (838),1996-09-27,1996,9,271,0,V,U
NWT,University Camp Snotel (838),1996-09-28,1996,9,272,0,E,U
NWT,University Camp Snotel (838),1996-09-29,1996,9,273,0,E,U
NWT,University Camp Snotel (838),1996-09-30,1996,9,274,0,E,U
NWT,University Camp Snotel (838),1996-10-01,1996,10,275,0,E,U
NWT,University Camp Snotel (838),1996-10-02,1996,10,276,0,E,U
NWT,University Camp Snotel (838),1996-10-03,1996,10,277,18,V,U
NWT,University Camp Snotel (838),1996-10-04,1996,10,278,3,E,U
NWT,University Camp Snotel (838),1996-10-05,1996,10,279,0,E,U
NWT,University Camp Snotel (838),1996-10-06,1996,10,280,0,E,U
NWT,University Camp Snotel (838),1996-10-07,1996,10,281,0,V,U
NWT,University Camp Snotel (838),1996-10-08,1996,10,282,0,V,U
NWT,University Camp Snotel (838),1996-10-09,1996,10,283,0,E,U
NWT,University Camp Snotel (838),1996-10-10,1996,10,284,0,E,U
NWT,University Camp Snotel (838),1996-10-11,1996,10,285,0,E,U
NWT,University Camp Snotel (838),1996-10-12,1996,10,286,3,E,U
NWT,University Camp Snotel (838),1996-10-13,1996,10,287,0,E,U
NWT,University Camp Snotel (838),1996-10-14,1996,10,288,0,E,U
NWT,University Camp Snotel (838),1996-10-15,1996,10,289,0,V,U
NWT,University Camp Snotel (838),1996-10-16,1996,10,290,10,E,U
NWT,University Camp Snotel (838),1996-10-17,1996,10,291,3,E,U
NWT,University Camp Snotel (838),1996-10-18,1996,10,292,0,E,U
NWT,University Camp Snotel (838),1996-10-19,1996,10,293,10,V,U
NWT,University Camp Snotel (838),1996-10-20,1996,10,294,0,E,U
NWT,University Camp Snotel (838),1996-10-21,1996,10,295,0,E,U
NWT,University Camp Snotel (838),1996-10-22,1996,10,296,0,E,U
NWT,University Camp Snotel (838),1996-10-23,1996,10,297,0,E,U
NWT,University Camp Snotel (838),1996-10-24,1996,10,298,0,E,U
NWT,University Camp Snotel (838),1996-10-25,1996,10,299,3,V,U
NWT,University Camp Snotel (838),1996-10-26,1996,10,300,10,E,U
NWT,University Camp Snotel (838),1996-10-27,1996,10,301,0,E,U
NWT,University Camp Snotel (838),1996-10-28,1996,10,302,3,V,U
NWT,University Camp Snotel (838),1996-10-29,1996,10,303,18,V,U
NWT,University Camp Snotel (838),1996-10-30,1996,10,304,3,V,U
NWT,University Camp Snotel (838),1996-10-31,1996,10,305,3,V,U
NWT,University Camp Snotel (838),1996-11-01,1996,11,306,0,V,U
NWT,University Camp Snotel (838),1996-11-02,1996,11,307,3,V,U
NWT,University Camp Snotel (838),1996-11-03,1996,11,308,3,E,U
NWT,University Camp Snotel (838),1996-11-04,1996,11,309,0,E,U
NWT,University Camp Snotel (838),1996-11-05,1996,11,310,5,V,U
NWT,University Camp Snotel (838),1996-11-06,1996,11,311,0,E,U
NWT,University Camp Snotel (838),1996-11-07,1996,11,312,0,E,U
NWT,University Camp Snotel (838),1996-11-08,1996,11,313,0,E,U
NWT,University Camp Snotel (838),1996-11-09,1996,11,314,0,E,U
NWT,University Camp Snotel (838),1996-11-10,1996,11,315,0,V,U
NWT,University Camp Snotel (838),1996-11-11,1996,11,316,0,V,U
NWT,University Camp Snotel (838),1996-11-12,1996,11,317,0,V,U
NWT,University Camp Snotel (838),1996-11-13,1996,11,318,0,V,U
NWT,University Camp Snotel (838),1996-11-14,1996,11,319,0,V,U
NWT,University Camp Snotel (838),1996-11-15,1996,11,320,18,V,U
NWT,University Camp Snotel (838),1996-11-16,1996,11,321,8,V,U
NWT,University Camp Snotel (838),1996-11-17,1996,11,322,3,V,U
NWT,University Camp Snotel (838),1996-11-18,1996,11,323,20,V,U
NWT,University Camp Snotel (838),1996-11-19,1996,11,324,0,E,U
NWT,University Camp Snotel (838),1996-11-20,1996,11,325,0,E,U
NWT,University Camp Snotel (838),1996-11-21,1996,11,326,0,V,U
NWT,University Camp Snotel (838),1996-11-22,1996,11,327,3,V,U
NWT,University Camp Snotel (838),1996-11-23,1996,11,328,5,V,U
NWT,University Camp Snotel (838),1996-11-24,1996,11,329,0,V,U
NWT,University Camp Snotel (838),1996-11-25,1996,11,330,3,V,U
NWT,University Camp Snotel (838),1996-11-26,1996,11,331,13,V,U
NWT,University Camp Snotel (838),1996-11-27,1996,11,332,0,E,U
NWT,University Camp Snotel (838),1996-11-28,1996,11,333,0,E,U
NWT,University Camp Snotel (838),1996-11-29,1996,11,334,5,E,U
NWT,University Camp Snotel (838),1996-11-30,1996,11,335,5,V,U
NWT,University Camp Snotel (838),1996-12-01,1996,12,336,3,V,U
NWT,University Camp Snotel (838),1996-12-02,1996,12,337,15,V,U
NWT,University Camp Snotel (838),1996-12-03,1996,12,338,0,V,U
NWT,University Camp Snotel (838),1996-12-04,1996,12,339,5,V,U
NWT,University Camp Snotel (838),1996-12-05,1996,12,340,23,V,U
NWT,University Camp Snotel (838),1996-12-06,1996,12,341,13,V,U
NWT,University Camp Snotel (838),1996-12-07,1996,12,342,0,V,U
NWT,University Camp Snotel (838),1996-12-08,1996,12,343,0,V,U
NWT,University Camp Snotel (838),1996-12-09,1996,12,344,0,V,U
NWT,University Camp Snotel (838),1996-12-10,1996,12,345,3,V,U
NWT,University Camp Snotel (838),1996-12-11,1996,12,346,13,V,U
NWT,University Camp Snotel (838),1996-12-12,1996,12,347,8,V,U
NWT,University Camp Snotel (838),1996-12-13,1996,12,348,0,V,U
NWT,University Camp Snotel (838),1996-12-14,1996,12,349,8,E,U
NWT,University Camp Snotel (838),1996-12-15,1996,12,350,0,E,U
NWT,University Camp Snotel (838),1996-12-16,1996,12,351,13,V,U
NWT,University Camp Snotel (838),1996-12-17,1996,12,352,10,V,U
NWT,University Camp Snotel (838),1996-12-18,1996,12,353,8,E,U
NWT,University Camp Snotel (838),1996-12-19,1996,12,354,0,E,U
NWT,University Camp Snotel (838),1996-12-20,1996,12,355,0,E,U
NWT,University Camp Snotel (838),1996-12-21,1996,12,356,15,V,U
NWT,University Camp Snotel (838),1996-12-22,1996,12,357,5,V,U
NWT,University Camp Snotel (838),1996-12-23,1996,12,358,13,V,U
NWT,University Camp Snotel (838),1996-12-24,1996,12,359,5,V,U
NWT,University Camp Snotel (838),1996-12-25,1996,12,360,0,V,U
NWT,University Camp Snotel (838),1996-12-26,1996,12,361,5,V,U
NWT,University Camp Snotel (838),1996-12-27,1996,12,362,10,V,U
NWT,University Camp Snotel (838),1996-12-28,1996,12,363,5,V,U
NWT,University Camp Snotel (838),1996-12-29,1996,12,364,0,E,U
NWT,University Camp Snotel (838),1996-12-30,1996,12,365,0,E,U
NWT,University Camp Snotel (838),1996-12-31,1996,12,366,0,V,U
NWT,University Camp Snotel (838),1997-01-01,1997,1,1,0,E,U
NWT,University Camp Snotel (838),1997-01-02,1997,1,2,0,E,U
NWT,University Camp Snotel (838),1997-01-03,1997,1,3,5,E,U
NWT,University Camp Snotel (838),1997-01-04,1997,1,4,0,E,U
NWT,University Camp Snotel (838),1997-01-05,1997,1,5,0,E,U
NWT,University Camp Snotel (838),1997-01-06,1997,1,6,0,E,U
NWT,University Camp Snotel (838),1997-01-07,1997,1,7,0,E,U
NWT,University Camp Snotel (838),1997-01-08,1997,1,8,0,E,U
NWT,University Camp Snotel (838),1997-01-09,1997,1,9,13,E,U
NWT,University Camp Snotel (838),1997-01-10,1997,1,10,3,V,U
NWT,University Camp Snotel (838),1997-01-11,1997,1,11,15,V,U
NWT,University Camp Snotel (838),1997-01-12,1997,1,12,5,V,U
NWT,University Camp Snotel (838),1997-01-13,1997,1,13,10,V,U
NWT,University Camp Snotel (838),1997-01-14,1997,1,14,5,V,U
NWT,University Camp Snotel (838),1997-01-15,1997,1,15,8,V,U
NWT,University Camp Snotel (838),1997-01-16,1997,1,16,3,V,U
NWT,University Camp Snotel (838),1997-01-17,1997,1,17,3,V,U
NWT,University Camp Snotel (838),1997-01-18,1997,1,18,5,V,U
NWT,University Camp Snotel (838),1997-01-19,1997,1,19,8,V,U
NWT,University Camp Snotel (838),1997-01-20,1997,1,20,8,V,U
NWT,University Camp Snotel (838),1997-01-21,1997,1,21,5,V,U
NWT,University Camp Snotel (838),1997-01-22,1997,1,22,0,V,U
NWT,University Camp Snotel (838),1997-01-23,1997,1,23,3,V,U
NWT,University Camp Snotel (838),1997-01-24,1997,1,24,3,V,U
NWT,University Camp Snotel (838),1997-01-25,1997,1,25,0,V,U
NWT,University Camp Snotel (838),1997-01-26,1997,1,26,5,V,U
NWT,University Camp Snotel (838),1997-01-27,1997,1,27,15,V,U
NWT,University Camp Snotel (838),1997-01-28,1997,1,28,18,V,U
NWT,University Camp Snotel (838),1997-01-29,1997,1,29,15,V,U
NWT,University Camp Snotel (838),1997-01-30,1997,1,30,0,V,U
NWT,University Camp Snotel (838),1997-01-31,1997,1,31,0,V,U
NWT,University Camp Snotel (838),1997-02-01,1997,2,32,0,V,U
NWT,University Camp Snotel (838),1997-02-02,1997,2,33,0,V,U
NWT,University Camp Snotel (838),1997-02-03,1997,2,34,5,V,U
NWT,University Camp Snotel (838),1997-02-04,1997,2,35,0,V,U
NWT,University Camp Snotel (838),1997-02-05,1997,2,36,0,V,U
NWT,University Camp Snotel (838),1997-02-06,1997,2,37,0,E,U
NWT,University Camp Snotel (838),1997-02-07,1997,2,38,0,E,U
NWT,University Camp Snotel (838),1997-02-08,1997,2,39,0,E,U
NWT,University Camp Snotel (838),1997-02-09,1997,2,40,0,E,U
NWT,University Camp Snotel (838),1997-02-10,1997,2,41,5,E,U
NWT,University Camp Snotel (838),1997-02-11,1997,2,42,3,E,U
NWT,University Camp Snotel (838),1997-02-12,1997,2,43,3,E,U
NWT,University Camp Snotel (838),1997-02-13,1997,2,44,0,E,U
NWT,University Camp Snotel (838),1997-02-14,1997,2,45,0,E,U
NWT,University Camp Snotel (838),1997-02-15,1997,2,46,8,E,U
NWT,University Camp Snotel (838),1997-02-16,1997,2,47,3,E,U
NWT,University Camp Snotel (838),1997-02-17,1997,2,48,3,E,U
NWT,University Camp Snotel (838),1997-02-18,1997,2,49,0,E,U
NWT,University Camp Snotel (838),1997-02-19,1997,2,50,0,E,U
NWT,University Camp Snotel (838),1997-02-20,1997,2,51,10,E,U
NWT,University Camp Snotel (838),1997-02-21,1997,2,52,3,E,U
NWT,University Camp Snotel (838),1997-02-22,1997,2,53,0,E,U
NWT,University Camp Snotel (838),1997-02-23,1997,2,54,0,E,U
NWT,University Camp Snotel (838),1997-02-24,1997,2,55,0,E,U
NWT,University Camp Snotel (838),1997-02-25,1997,2,56,5,E,U
NWT,University Camp Snotel (838),1997-02-26,1997,2,57,0,V,U
NWT,University Camp Snotel (838),1997-02-27,1997,2,58,3,V,U
NWT,University Camp Snotel (838),1997-02-28,1997,2,59,3,V,U
NWT,University Camp Snotel (838),1997-03-01,1997,3,60,0,V,U
NWT,University Camp Snotel (838),1997-03-02,1997,3,61,3,V,U
NWT,University Camp Snotel (838),1997-03-03,1997,3,62,3,V,U
NWT,University Camp Snotel (838),1997-03-04,1997,3,63,3,V,U
NWT,University Camp Snotel (838),1997-03-05,1997,3,64,0,V,U
NWT,University Camp Snotel (838),1997-03-06,1997,3,65,3,V,U
NWT,University Camp Snotel (838),1997-03-07,1997,3,66,0,V,U
NWT,University Camp Snotel (838),1997-03-08,1997,3,67,3,V,U
NWT,University Camp Snotel (838),1997-03-09,1997,3,68,5,V,U
NWT,University Camp Snotel (838),1997-03-10,1997,3,69,3,V,U
NWT,University Camp Snotel (838),1997-03-11,1997,3,70,3,V,U
NWT,University Camp Snotel (838),1997-03-12,1997,3,71,3,V,U
NWT,University Camp Snotel (838),1997-03-13,1997,3,72,3,V,U
NWT,University Camp Snotel (838),1997-03-14,1997,3,73,3,V,U
NWT,University Camp Snotel (838),1997-03-15,1997,3,74,3,V,U
NWT,University Camp Snotel (838),1997-03-16,1997,3,75,3,V,U
NWT,University Camp Snotel (838),1997-03-17,1997,3,76,5,V,U
NWT,University Camp Snotel (838),1997-03-18,1997,3,77,3,V,U
NWT,University Camp Snotel (838),1997-03-19,1997,3,78,0,V,U
NWT,University Camp Snotel (838),1997-03-20,1997,3,79,0,V,U
NWT,University Camp Snotel (838),1997-03-21,1997,3,80,0,V,U
NWT,University Camp Snotel (838),1997-03-22,1997,3,81,0,V,U
NWT,University Camp Snotel (838),1997-03-23,1997,3,82,0,V,U
NWT,University Camp Snotel (838),1997-03-24,1997,3,83,8,V,U
NWT,University Camp Snotel (838),1997-03-25,1997,3,84,0,V,U
NWT,University Camp Snotel (838),1997-03-26,1997,3,85,5,V,U
NWT,University Camp Snotel (838),1997-03-27,1997,3,86,3,V,U
NWT,University Camp Snotel (838),1997-03-28,1997,3,87,0,V,U
NWT,University Camp Snotel (838),1997-03-29,1997,3,88,8,V,U
NWT,University Camp Snotel (838),1997-03-30,1997,3,89,0,E,U
NWT,University Camp Snotel (838),1997-03-31,1997,3,90,0,E,U
NWT,University Camp Snotel (838),1997-04-01,1997,4,91,15,E,U
NWT,University Camp Snotel (838),1997-04-02,1997,4,92,3,E,U
NWT,University Camp Snotel (838),1997-04-03,1997,4,93,3,E,U
NWT,University Camp Snotel (838),1997-04-04,1997,4,94,23,V,U
NWT,University Camp Snotel (838),1997-04-05,1997,4,95,5,V,U
NWT,University Camp Snotel (838),1997-04-06,1997,4,96,0,V,U
NWT,University Camp Snotel (838),1997-04-07,1997,4,97,0,V,U
NWT,University Camp Snotel (838),1997-04-08,1997,4,98,3,V,U
NWT,University Camp Snotel (838),1997-04-09,1997,4,99,0,V,U
NWT,University Camp Snotel (838),1997-04-10,1997,4,100,5,V,U
NWT,University Camp Snotel (838),1997-04-11,1997,4,101,3,V,U
NWT,University Camp Snotel (838),1997-04-12,1997,4,102,0,V,U
NWT,University Camp Snotel (838),1997-04-13,1997,4,103,0,E,U
NWT,University Camp Snotel (838),1997-04-14,1997,4,104,0,E,U
NWT,University Camp Snotel (838),1997-04-15,1997,4,105,0,E,U
NWT,University Camp Snotel (838),1997-04-16,1997,4,106,23,E,U
NWT,University Camp Snotel (838),1997-04-17,1997,4,107,0,E,U
NWT,University Camp Snotel (838),1997-04-18,1997,4,108,0,E,U
NWT,University Camp Snotel (838),1997-04-19,1997,4,109,0,V,U
NWT,University Camp Snotel (838),1997-04-20,1997,4,110,15,V,U
NWT,University Camp Snotel (838),1997-04-21,1997,4,111,10,V,U
NWT,University Camp Snotel (838),1997-04-22,1997,4,112,8,V,U
NWT,University Camp Snotel (838),1997-04-23,1997,4,113,23,V,U
NWT,University Camp Snotel (838),1997-04-24,1997,4,114,56,E,U
NWT,University Camp Snotel (838),1997-04-25,1997,4,115,8,E,U
NWT,University Camp Snotel (838),1997-04-26,1997,4,116,10,E,U
NWT,University Camp Snotel (838),1997-04-27,1997,4,117,0,E,U
NWT,University Camp Snotel (838),1997-04-28,1997,4,118,0,V,U
