site,yr,date,plotid,block,plot,n,p,k,trt,point,hit,clean_code2,simple_name,Common_Name,Category,Family,Growth_Habit,fxnl_grp,nutnet_grp
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,54,1,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,54,2,FEBR,Festuca brachyphylla,alpine fescue,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,55,1,TRSP2,Trisetum spicatum,spike trisetum,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,56,1,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,57,1,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,58,1,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,59,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,60,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,61,1,MIOB2,Minuartia obtusiloba,twinflower sandwort,Dicot,Caryophyllaceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,61,2,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,62,1,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,62,2,ANAL4,Antennaria alpina,alpine pussytoes,Dicot,Asteraceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,63,1,MELA3,Mertensia lanceolata,prairie bluebells,Dicot,Boraginaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,63,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,63,3,ANAL4,Antennaria alpina,alpine pussytoes,Dicot,Asteraceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,64,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,65,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,66,1,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,67,1,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,68,1,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,69,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,70,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,71,1,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,72,1,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,72,2,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,73,1,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,73,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,74,1,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,74,2,MELA3,Mertensia lanceolata,prairie bluebells,Dicot,Boraginaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,75,1,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,75,2,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,76,1,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,76,2,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,77,1,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,78,1,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,78,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,79,1,MELA3,Mertensia lanceolata,prairie bluebells,Dicot,Boraginaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,80,1,MELA3,Mertensia lanceolata,prairie bluebells,Dicot,Boraginaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,81,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,82,1,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,83,1,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,84,1,MELA3,Mertensia lanceolata,prairie bluebells,Dicot,Boraginaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,84,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,84,3,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,85,1,MELA3,Mertensia lanceolata,prairie bluebells,Dicot,Boraginaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,85,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,86,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,87,1,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,88,1,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,89,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,90,1,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,90,2,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,91,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,92,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,93,1,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,93,2,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,94,1,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,95,1,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,95,2,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,96,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,96,2,TRSP2,Trisetum spicatum,spike trisetum,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,97,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,98,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,98,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,99,1,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,99,2,TRSP2,Trisetum spicatum,spike trisetum,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,100,1,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_7,B2,7,1,1,0,N+P,100,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,1,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,2,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,3,1,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,4,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,5,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,5,2,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,6,1,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,6,2,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,7,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,8,1,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,8,2,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,9,1,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,9,2,TRSP2,Trisetum spicatum,spike trisetum,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,10,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,11,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,12,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,12,2,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,13,1,FEBR,Festuca brachyphylla,alpine fescue,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,14,1,FEBR,Festuca brachyphylla,alpine fescue,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,14,2,TRSP2,Trisetum spicatum,spike trisetum,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,15,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,15,2,SELA,Sedum lanceolatum,spearleaf stonecrop,Dicot,Crassulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,15,3,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,16,1,CEARS2,Cerastium arvense,field chickweed,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,16,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,16,3,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,17,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,18,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,19,1,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,19,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,20,1,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,20,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,21,1,TRSP2,Trisetum spicatum,spike trisetum,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,21,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,21,3,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,22,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,23,1,CEARS2,Cerastium arvense,field chickweed,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,23,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,23,3,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,24,1,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,24,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,25,1,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,25,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,25,3,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,26,1,CEARS2,Cerastium arvense,field chickweed,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,26,2,TRSP2,Trisetum spicatum,spike trisetum,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,27,1,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,27,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,28,1,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,29,1,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,30,1,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,31,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,32,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,33,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,33,2,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,34,1,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,35,1,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,36,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,36,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,37,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,37,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,38,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,39,1,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,40,1,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,41,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,41,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,42,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,42,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,43,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,43,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,44,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,44,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,45,1,SOMU,Solidago multiradiata,Rocky Mountain goldenrod,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,45,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,46,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,47,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,47,2,TRSP2,Trisetum spicatum,spike trisetum,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,48,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,48,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,48,3,POVI,Polemonium viscosum,sticky polemonium,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,49,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,50,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,51,1,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,51,2,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B2_8,B2,8,1,1,1,N+P+K,52,1,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
