date,plot_2003,plot,trt,meadow,snow,clean_code2,hit,test
2003-07-29T00:00:00Z,888,49,C,dry,snow,SELA,1,1
2003-07-29T00:00:00Z,888,49,C,dry,snow,TRDA2,7,1
2003-07-29T00:00:00Z,889,50,C,dry,snow,2LICHN,2,1
2003-07-29T00:00:00Z,889,50,C,dry,snow,ARSC,20,1
2003-07-29T00:00:00Z,889,50,C,dry,snow,CAOC4,6,1
2003-07-29T00:00:00Z,889,50,C,dry,snow,CASC12,24,1
2003-07-29T00:00:00Z,889,50,C,dry,snow,GERO2,27,1
2003-07-29T00:00:00Z,889,50,C,dry,snow,KOMY,2,1
2003-07-29T00:00:00Z,889,50,C,dry,snow,LLSE,2,1
2003-07-29T00:00:00Z,889,50,C,dry,snow,LUSP4,2,1
2003-07-29T00:00:00Z,889,50,C,dry,snow,POBI6,7,1
2003-07-29T00:00:00Z,889,50,C,dry,snow,POVI3,2,1
2003-07-29T00:00:00Z,889,50,C,dry,snow,SEDES,1,1
2003-07-29T00:00:00Z,889,50,C,dry,snow,TRDA2,7,1
2003-07-29T00:00:00Z,890,51,C,dry,snow,2LICHN,1,1
2003-07-29T00:00:00Z,890,51,C,dry,snow,ARFEF3,1,1
2003-07-29T00:00:00Z,890,51,C,dry,snow,ARSC,15,1
2003-07-29T00:00:00Z,890,51,C,dry,snow,CASC12,13,1
2003-07-29T00:00:00Z,890,51,C,dry,snow,ERSI3,3,1
2003-07-29T00:00:00Z,890,51,C,dry,snow,GERO2,26,1
2003-07-29T00:00:00Z,890,51,C,dry,snow,KOMY,1,1
2003-07-29T00:00:00Z,890,51,C,dry,snow,LLSE,6,1
2003-07-29T00:00:00Z,890,51,C,dry,snow,ORALA,2,1
2003-07-29T00:00:00Z,890,51,C,dry,snow,POBI6,5,1
2003-07-29T00:00:00Z,890,51,C,dry,snow,PODI2,1,1
2003-07-29T00:00:00Z,890,51,C,dry,snow,POVI3,4,1
2003-08-01T00:00:00Z,891,52,C,dry,snow,ARFEF3,1,1
2003-08-01T00:00:00Z,891,52,C,dry,snow,ARSC,3,1
2003-08-01T00:00:00Z,891,52,C,dry,snow,CAOC4,1,1
2003-08-01T00:00:00Z,891,52,C,dry,snow,CARO2,1,1
2003-08-01T00:00:00Z,891,52,C,dry,snow,CASC12,2,1
2003-08-01T00:00:00Z,891,52,C,dry,snow,DECE,32,1
2003-08-01T00:00:00Z,891,52,C,dry,snow,ERSI3,11,1
2003-08-01T00:00:00Z,891,52,C,dry,snow,GERO2,12,1
2003-08-01T00:00:00Z,891,52,C,dry,snow,LLSE,30,1
2003-08-01T00:00:00Z,891,52,C,dry,snow,NOFEG,2,1
2003-08-01T00:00:00Z,891,52,C,dry,snow,POBI6,6,1
2003-08-01T00:00:00Z,891,52,C,dry,snow,POVI3,1,1
2003-08-01T00:00:00Z,891,52,C,dry,snow,TRDA2,3,1
2003-07-29T00:00:00Z,894,58,N+P,dry,snow,ARSC,1,1
2003-07-29T00:00:00Z,894,58,N+P,dry,snow,CASC12,24,1
2003-07-29T00:00:00Z,894,58,N+P,dry,snow,DECE,10,1
2003-07-29T00:00:00Z,894,58,N+P,dry,snow,ERSI3,1,1
2003-07-29T00:00:00Z,894,58,N+P,dry,snow,GERO2,22,1
2003-07-29T00:00:00Z,894,58,N+P,dry,snow,LLSE,1,1
2003-07-29T00:00:00Z,894,58,N+P,dry,snow,POBI6,2,1
2003-07-29T00:00:00Z,894,58,N+P,dry,snow,POVI3,1,1
2003-07-29T00:00:00Z,894,58,N+P,dry,snow,TRDA2,7,1
2003-07-29T00:00:00Z,894,58,N+P,dry,snow,TRSP2,1,1
