"Site","Yr","Date","Plot","Meadow","Snow","SnowNotes","Trt","USDA_Symbol","Hits","SimpleName","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"sdl",2012,NA,7,"DM","no snow","never affected","NN","2BARE",2,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"sdl",2012,NA,7,"DM","no snow","never affected","NN","2LTR",28,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,7,"DM","no snow","never affected","NN","ARFEF3",4,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,7,"DM","no snow","never affected","NN","ARSC",0.25,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,7,"DM","no snow","never affected","NN","CARO2",7,"Campanula rotundifolia","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"sdl",2012,NA,7,"DM","no snow","never affected","NN","CARUD",5,"Carex rupestris","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2012,NA,7,"DM","no snow","never affected","NN","DECE",32,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,7,"DM","no snow","never affected","NN","ERSI3",0.25,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,7,"DM","no snow","never affected","NN","FEBR",12,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,7,"DM","no snow","never affected","NN","GERO2",6,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,7,"DM","no snow","never affected","NN","KOMY",2,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2012,NA,7,"DM","no snow","never affected","NN","LLSE",3,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2012,NA,7,"DM","no snow","never affected","NN","MIOB2",6,"Minuartia obtusiloba","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,7,"DM","no snow","never affected","NN","NOFEG",0.25,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",2012,NA,7,"DM","no snow","never affected","NN","ORALA",8,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2012,NA,7,"DM","no snow","never affected","NN","TRDA2",6,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2012,NA,7,"DM","no snow","never affected","NN","VILA10",0.25,"Viola labradorica","Viola labradorica Schrank","alpine violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","2BARE",1,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"sdl",2012,NA,8,"DM","no snow","never affected","NN","2LTR",8,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,8,"DM","no snow","never affected","NN","ARFEF3",2,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","ARSC",7,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","CARO2",2,"Campanula rotundifolia","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","CARUD",16,"Carex rupestris","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","DAIN",1,"Danthonia intermedia","Danthonia intermedia Vasey","timber oatgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","DECE",9,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","FEBR",28,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","GERO2",9,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","JUNCU",2,"Juncus sp.","Juncus L.","rush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","KOMY",10,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","LLSE",1,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","MIOB2",8,"Minuartia obtusiloba","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","ORALA",6,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","POAL2",2,"Poa alpina","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","POBI6",3,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","SARH2",0.25,"Saxifraga rhomboidea","Saxifraga rhomboidea Greene","diamondleaf saxifrage","Dicot","Saxifragaceae","Saxifrage family","Perennial","Forb/herb"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","SEDES",2,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"sdl",2012,NA,8,"DM","no snow","never affected","NN","TRSP2",1,"Trisetum spicatum","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,9,"DM","no snow","never affected","NP","2BARE",5,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"sdl",2012,NA,9,"DM","no snow","never affected","NP","2LTR",11,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,9,"DM","no snow","never affected","NP","ARSC",5,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,9,"DM","no snow","never affected","NP","DECE",22,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,9,"DM","no snow","never affected","NP","FEBR",6,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,9,"DM","no snow","never affected","NP","GERO2",48,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,9,"DM","no snow","never affected","NP","LLSE",1,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2012,NA,9,"DM","no snow","never affected","NP","MELA3",2,"Mertensia lanceolata","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"sdl",2012,NA,9,"DM","no snow","never affected","NP","ORALA",12,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","2LTR",10,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,10,"DM","no snow","never affected","NP","ARSC",6,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","CARO2",10,"Campanula rotundifolia","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","CEARS2",5,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","DAIN",2,"Danthonia intermedia","Danthonia intermedia Vasey","timber oatgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","DECE",15,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","ERNA",0.25,"Eritrichium nanum","Eritrichium nanum (Vill.) Schrad. ex Gaudin","arctic alpine forget-me-not","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","ERPI6",1,"Erigeron pinnatisectus","Erigeron pinnatisectus (A. Gray) A. Nelson","featherleaf fleabane","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","ERSI3",0.25,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","FEBR",11,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","GERO2",48,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","KOMY",1,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","MELA3",3,"Mertensia lanceolata","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","ORALA",18,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","POBI6",2,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","POVI",1,"Polemonium viscosum","Polemonium viscosum Nutt.","sticky polemonium","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"sdl",2012,NA,10,"DM","no snow","never affected","NP","TRDA2",3,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2012,NA,11,"DM","no snow","never affected","NP","2BARE",2,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"sdl",2012,NA,11,"DM","no snow","never affected","NP","2LTR",13,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,11,"DM","no snow","never affected","NP","ARSC",45,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,11,"DM","no snow","never affected","NP","CARO2",1,"Campanula rotundifolia","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"sdl",2012,NA,11,"DM","no snow","never affected","NP","CEARS2",2,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,11,"DM","no snow","never affected","NP","DECE",13,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,11,"DM","no snow","never affected","NP","ERSI3",2,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,11,"DM","no snow","never affected","NP","FEBR",10,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,11,"DM","no snow","never affected","NP","GERO2",27,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,11,"DM","no snow","never affected","NP","JUNCU",15,"Juncus sp.","Juncus L.","rush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"sdl",2012,NA,11,"DM","no snow","never affected","NP","LLSE",2,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2012,NA,11,"DM","no snow","never affected","NP","ORALA",1,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2012,NA,11,"DM","no snow","never affected","NP","POBI6",7,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,11,"DM","no snow","never affected","NP","SARH2",0.25,"Saxifraga rhomboidea","Saxifraga rhomboidea Greene","diamondleaf saxifrage","Dicot","Saxifragaceae","Saxifrage family","Perennial","Forb/herb"
"sdl",2012,NA,11,"DM","no snow","never affected","NP","SOSIN",1,"Solidago simplex","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,11,"DM","no snow","never affected","NP","TRDA2",1,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","2BARE",5,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"sdl",2012,NA,12,"DM","no snow","never affected","NP","2LTR",9,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,12,"DM","no snow","never affected","NP","ARFEF3",3,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","ARSC",8,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","CAPU",8,"Calamagrostis purpurascens","Calamagrostis purpurascens R. Br.","purple reedgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","CARUD",3,"Carex rupestris","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","CEARS2",7,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","DECE",41,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","GERO2",20,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","HEMO3",13,"Helictotrichon mortonianum","Helictotrichon mortonianum (Scribn.) Henr.","Morton's alpine oatgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","KOMY",4,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","LLSE",5,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","MELA3",3,"Mertensia lanceolata","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","NOFEG",1,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","ORALA",30,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","POBI6",2,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","SELA",2,"Sedum lanceolatum","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"sdl",2012,NA,12,"DM","no snow","never affected","NP","TRDA2",4,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","2BARE",2,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"sdl",2012,NA,13,"DM","no snow","never affected","PP","2LTR",5,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,13,"DM","no snow","never affected","PP","ARFEF3",2,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","ARSC",6,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","CAOC4",0.25,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","CAPU",3,"Calamagrostis purpurascens","Calamagrostis purpurascens R. Br.","purple reedgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","CASC12",1,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","CEARS2",1,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","DECE",1,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","DRAU",2,"Draba aurea","Draba aurea Vahl ex Hornem.","golden draba","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","ERSI3",4,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","GERO2",14,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","HEMO3",2,"Helictotrichon mortonianum","Helictotrichon mortonianum (Scribn.) Henr.","Morton's alpine oatgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","KOMY",62,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","LLSE",2,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","MELA3",2,"Mertensia lanceolata","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","MIOB2",0.25,"Minuartia obtusiloba","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","NOFEG",2,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","ORALA",12,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","PHPU5",0.25,"Phlox pulvinata","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","POBI6",3,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","SELA",1,"Sedum lanceolatum","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","TEACC",3,"Tetraneuris acaulis","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","caespitose four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,13,"DM","no snow","never affected","PP","TRDA2",16,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2012,NA,14,"DM","no snow","never affected","PP","2BARE",1,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"sdl",2012,NA,14,"DM","no snow","never affected","PP","2FORB",1,"Forb sp.",NA,"Forb (herbaceous, not grass nor grass-like)",NA,NA,NA,"Perennial","Forb/herb"
"sdl",2012,NA,14,"DM","no snow","never affected","PP","2LTR",11,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,14,"DM","no snow","never affected","PP","ARSC",6,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,14,"DM","no snow","never affected","PP","CARO2",1,"Campanula rotundifolia","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"sdl",2012,NA,14,"DM","no snow","never affected","PP","CARUD",4,"Carex rupestris","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2012,NA,14,"DM","no snow","never affected","PP","CEARS2",3,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,14,"DM","no snow","never affected","PP","DAIN",0.25,"Danthonia intermedia","Danthonia intermedia Vasey","timber oatgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,14,"DM","no snow","never affected","PP","DECE",11,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,14,"DM","no snow","never affected","PP","DRAU",0.25,"Draba aurea","Draba aurea Vahl ex Hornem.","golden draba","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",2012,NA,14,"DM","no snow","never affected","PP","ERSI3",2,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,14,"DM","no snow","never affected","PP","FEBR",4,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,14,"DM","no snow","never affected","PP","GERO2",18,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
