"LTER_site","local_site","year","collect_date","plot_num","old_plot_num","veg_class","fert","snow","snow_recovery","group","rep","anpp_g"
"Niwot Ridge LTER","SDL snowfence",1997,NA,76,"886","MM","NP",1,0,"Graminoid",1,35.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,76,"886","MM","NP",1,0,"Total",1,136.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,76,"886","MM","NP",1,0,"Forb",2,45.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,76,"886","MM","NP",1,0,"Graminoid",2,19.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,76,"886","MM","NP",1,0,"Total",2,65.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,77,"420","MM","PP",1,0,"Forb",1,149
"Niwot Ridge LTER","SDL snowfence",1997,NA,77,"420","MM","PP",1,0,"Graminoid",1,85.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,77,"420","MM","PP",1,0,"Total",1,234.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,77,"420","MM","PP",1,0,"Forb",2,82.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,77,"420","MM","PP",1,0,"Graminoid",2,8
"Niwot Ridge LTER","SDL snowfence",1997,NA,77,"420","MM","PP",1,0,"Total",2,90.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,78,"418","MM","PP",1,0,"Forb",1,123.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,78,"418","MM","PP",1,0,"Graminoid",1,34
"Niwot Ridge LTER","SDL snowfence",1997,NA,78,"418","MM","PP",1,0,"Total",1,157.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,78,"418","MM","PP",1,0,"Forb",2,113.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,78,"418","MM","PP",1,0,"Graminoid",2,1.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,78,"418","MM","PP",1,0,"Total",2,115.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,79,"872","MM","PP",1,0,"Forb",1,49.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,79,"872","MM","PP",1,0,"Graminoid",1,26.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,79,"872","MM","PP",1,0,"Total",1,76.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,79,"872","MM","PP",1,0,"Forb",2,116.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,79,"872","MM","PP",1,0,"Graminoid",2,6
"Niwot Ridge LTER","SDL snowfence",1997,NA,79,"872","MM","PP",1,0,"Total",2,122.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,80,"881","MM","PP",1,0,"Forb",1,79.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,80,"881","MM","PP",1,0,"Graminoid",1,6.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,80,"881","MM","PP",1,0,"Total",1,86.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,80,"881","MM","PP",1,0,"Forb",2,108.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,80,"881","MM","PP",1,0,"Graminoid",2,6.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,80,"881","MM","PP",1,0,"Total",2,115.1
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",1,"710","DM","CC",0,0,"Forb",1,71
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",1,"710","DM","CC",0,0,"Graminoid",1,111.51
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",1,"710","DM","CC",0,0,"Total",1,182.51
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",2,"712","DM","CC",0,0,"Forb",1,125.99
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",2,"712","DM","CC",0,0,"Graminoid",1,121.28
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",2,"712","DM","CC",0,0,"Total",1,247.27
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",3,"709","DM","CC",0,0,"Forb",1,55
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",3,"709","DM","CC",0,0,"Graminoid",1,137.16
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",3,"709","DM","CC",0,0,"Total",1,192.16
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",4,"711","DM","CC",0,0,"Forb",1,227.5
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",4,"711","DM","CC",0,0,"Graminoid",1,0
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",4,"711","DM","CC",0,0,"Total",1,227.5
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",5,"262","DM","NN",0,0,"Forb",1,44.95
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",5,"262","DM","NN",0,0,"Graminoid",1,85.19
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",5,"262","DM","NN",0,0,"Total",1,130.14
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",6,"409","DM","NN",0,0,"Forb",1,76.46
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",6,"409","DM","NN",0,0,"Graminoid",1,64.05
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",6,"409","DM","NN",0,0,"Total",1,140.51
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",7,"292","DM","NN",0,0,"Forb",1,56.63
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",7,"292","DM","NN",0,0,"Graminoid",1,93.19
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",7,"292","DM","NN",0,0,"Total",1,149.82
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",8,"99","DM","NN",0,0,"Forb",1,57.33
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",8,"99","DM","NN",0,0,"Graminoid",1,77.15
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",8,"99","DM","NN",0,0,"Total",1,134.48
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",9,"408","DM","NP",0,0,"Forb",1,182.87
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",9,"408","DM","NP",0,0,"Graminoid",1,93.68
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",9,"408","DM","NP",0,0,"Total",1,276.55
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",10,"290","DM","NP",0,0,"Forb",1,305.17
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",10,"290","DM","NP",0,0,"Graminoid",1,114.88
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",10,"290","DM","NP",0,0,"Total",1,420.05
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",11,"410","DM","NP",0,0,"Forb",1,83.7
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",11,"410","DM","NP",0,0,"Graminoid",1,74.31
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",11,"410","DM","NP",0,0,"Total",1,158.01
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",12,"261","DM","NP",0,0,"Forb",1,321.07
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",12,"261","DM","NP",0,0,"Graminoid",1,0
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",12,"261","DM","NP",0,0,"Total",1,321.07
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",13,"411","DM","PP",0,0,"Forb",1,152.36
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",13,"411","DM","PP",0,0,"Graminoid",1,89.77
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",13,"411","DM","PP",0,0,"Total",1,242.13
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",14,"287","DM","PP",0,0,"Forb",1,82.7
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",14,"287","DM","PP",0,0,"Graminoid",1,77.55
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-11",14,"287","DM","PP",0,0,"Total",1,160.25
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",15,"289","DM","PP",0,0,"Forb",1,140.08
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",15,"289","DM","PP",0,0,"Graminoid",1,49.71
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",15,"289","DM","PP",0,0,"Total",1,189.79
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",16,"407","DM","PP",0,0,"Forb",1,28.24
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",16,"407","DM","PP",0,0,"Graminoid",1,127.74
"Niwot Ridge LTER","SDL snowfence",2014,"2014-07-31",16,"407","DM","PP",0,0,"Total",1,155.98
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-18",17,"870","MM","CC",0,0,"Forb",1,113.29
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-18",17,"870","MM","CC",0,0,"Graminoid",1,33.01
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-18",17,"870","MM","CC",0,0,"Total",1,146.3
"Niwot Ridge LTER","SDL snowfence",2014,NA,18,"268","MM","CC",0,0,"Forb",1,188.1
"Niwot Ridge LTER","SDL snowfence",2014,NA,18,"268","MM","CC",0,0,"Graminoid",1,8.45
"Niwot Ridge LTER","SDL snowfence",2014,NA,18,"268","MM","CC",0,0,"Total",1,196.55
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-18",19,"267","MM","CC",0,0,"Forb",1,180.75
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-18",19,"267","MM","CC",0,0,"Graminoid",1,18.56
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-18",19,"267","MM","CC",0,0,"Total",1,199.31
"Niwot Ridge LTER","SDL snowfence",2014,"2014-09-07",20,"266","MM","CC",0,0,"Forb",1,100.24
"Niwot Ridge LTER","SDL snowfence",2014,"2014-09-07",20,"266","MM","CC",0,0,"Graminoid",1,101.38
"Niwot Ridge LTER","SDL snowfence",2014,"2014-09-07",20,"266","MM","CC",0,0,"Total",1,201.62
"Niwot Ridge LTER","SDL snowfence",2014,NA,21,"294","MM","NN",0,0,"Forb",1,209.27
"Niwot Ridge LTER","SDL snowfence",2014,NA,21,"294","MM","NN",0,0,"Graminoid",1,63.71
"Niwot Ridge LTER","SDL snowfence",2014,NA,21,"294","MM","NN",0,0,"Total",1,272.98
"Niwot Ridge LTER","SDL snowfence",2014,"2014-09-04",22,"295","MM","NN",0,0,"Forb",1,120.25
"Niwot Ridge LTER","SDL snowfence",2014,"2014-09-04",22,"295","MM","NN",0,0,"Graminoid",1,274.86
"Niwot Ridge LTER","SDL snowfence",2014,"2014-09-04",22,"295","MM","NN",0,0,"Total",1,395.11
"Niwot Ridge LTER","SDL snowfence",2014,"2014-09-07",23,"279","MM","NN",0,0,"Forb",1,35.17
"Niwot Ridge LTER","SDL snowfence",2014,"2014-09-07",23,"279","MM","NN",0,0,"Graminoid",1,116.98
"Niwot Ridge LTER","SDL snowfence",2014,"2014-09-07",23,"279","MM","NN",0,0,"Total",1,152.15
"Niwot Ridge LTER","SDL snowfence",2014,NA,24,"264","MM","NN",0,0,"Forb",1,35.4
"Niwot Ridge LTER","SDL snowfence",2014,NA,24,"264","MM","NN",0,0,"Graminoid",1,115.65
"Niwot Ridge LTER","SDL snowfence",2014,NA,24,"264","MM","NN",0,0,"Total",1,151.05
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-18",25,"298","MM","NP",0,0,"Forb",1,129.3
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-18",25,"298","MM","NP",0,0,"Graminoid",1,172.65
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-18",25,"298","MM","NP",0,0,"Total",1,301.95
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",26,"281","MM","NP",0,0,"Forb",1,124.46
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",26,"281","MM","NP",0,0,"Graminoid",1,113.46
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",26,"281","MM","NP",0,0,"Total",1,237.92
"Niwot Ridge LTER","SDL snowfence",2014,NA,27,"403","MM","NP",0,0,"Forb",1,69.75
"Niwot Ridge LTER","SDL snowfence",2014,NA,27,"403","MM","NP",0,0,"Graminoid",1,214.27
"Niwot Ridge LTER","SDL snowfence",2014,NA,27,"403","MM","NP",0,0,"Total",1,284.02
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",28,"293","MM","NP",0,0,"Forb",1,63.15
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",28,"293","MM","NP",0,0,"Graminoid",1,213.08
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",28,"293","MM","NP",0,0,"Total",1,276.23
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",29.5,"397","MM","PP",0,0,"Forb",1,106.78
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",29.5,"397","MM","PP",0,0,"Graminoid",1,7.55
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",29.5,"397","MM","PP",0,0,"Total",1,114.33
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",30,"283","MM","PP",0,0,"Forb",1,73.27
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",30,"283","MM","PP",0,0,"Graminoid",1,45.02
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",30,"283","MM","PP",0,0,"Total",1,118.29
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",31,"280","MM","PP",0,0,"Forb",1,219.89
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",31,"280","MM","PP",0,0,"Graminoid",1,31.22
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",31,"280","MM","PP",0,0,"Total",1,251.11
"Niwot Ridge LTER","SDL snowfence",2014,NA,32,"406","MM","PP",0,0,"Forb",1,97.02
"Niwot Ridge LTER","SDL snowfence",2014,NA,32,"406","MM","PP",0,0,"Graminoid",1,157.48
"Niwot Ridge LTER","SDL snowfence",2014,NA,32,"406","MM","PP",0,0,"Total",1,254.5
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",33,"395","WM","CC",0,0,"Forb",1,104.01
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",33,"395","WM","CC",0,0,"Graminoid",1,40.79
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",33,"395","WM","CC",0,0,"Total",1,144.8
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",34,"394","WM","CC",0,0,"Forb",1,83.03
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",34,"394","WM","CC",0,0,"Graminoid",1,12.78
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",34,"394","WM","CC",0,0,"Total",1,95.81
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",35,"389","WM","CC",0,0,"Forb",1,91.78
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",35,"389","WM","CC",0,0,"Graminoid",1,20.76
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",35,"389","WM","CC",0,0,"Total",1,112.54
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",36,"396","WM","CC",0,0,"Forb",1,53.02
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",36,"396","WM","CC",0,0,"Graminoid",1,16.21
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",36,"396","WM","CC",0,0,"Total",1,69.23
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",37,"269","WM","NN",0,0,"Forb",1,12.64
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",37,"269","WM","NN",0,0,"Graminoid",1,104.27
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",37,"269","WM","NN",0,0,"Total",1,116.91
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",38,"297","WM","NN",0,0,"Forb",1,16.76
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",38,"297","WM","NN",0,0,"Graminoid",1,161.99
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",38,"297","WM","NN",0,0,"Total",1,178.75
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",39,"278","WM","NN",0,0,"Forb",1,108.41
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",39,"278","WM","NN",0,0,"Graminoid",1,61.03
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",39,"278","WM","NN",0,0,"Total",1,169.44
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",40,"299","WM","NN",0,0,"Forb",1,17.97
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",40,"299","WM","NN",0,0,"Graminoid",1,107.22
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",40,"299","WM","NN",0,0,"Total",1,125.19
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",41,"393","WM","NP",0,0,"Forb",1,15.78
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",41,"393","WM","NP",0,0,"Graminoid",1,92.23
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",41,"393","WM","NP",0,0,"Total",1,108.01
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",42,"274","WM","NP",0,0,"Forb",1,0
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",42,"274","WM","NP",0,0,"Graminoid",1,283.39
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",42,"274","WM","NP",0,0,"Total",1,283.39
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",43,"392","WM","NP",0,0,"Forb",1,38.81
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",43,"392","WM","NP",0,0,"Graminoid",1,170.24
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",43,"392","WM","NP",0,0,"Total",1,209.05
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",44,"272","WM","NP",0,0,"Forb",1,20.44
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",44,"272","WM","NP",0,0,"Graminoid",1,72.12
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",44,"272","WM","NP",0,0,"Total",1,92.56
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",45,"270","WM","PP",0,0,"Forb",1,93.78
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",45,"270","WM","PP",0,0,"Graminoid",1,42.14
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",45,"270","WM","PP",0,0,"Total",1,135.92
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",46,"275","WM","PP",0,0,"Forb",1,125.26
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",46,"275","WM","PP",0,0,"Graminoid",1,40.11
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",46,"275","WM","PP",0,0,"Total",1,165.37
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",47,"277","WM","PP",0,0,"Forb",1,70.14
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",47,"277","WM","PP",0,0,"Graminoid",1,44.9
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",47,"277","WM","PP",0,0,"Total",1,115.04
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",48,"276","WM","PP",0,0,"Forb",1,27.22
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",48,"276","WM","PP",0,0,"Graminoid",1,74.33
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-24",48,"276","WM","PP",0,0,"Total",1,101.55
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",49,"888","DM","CC",1,0,"Forb",1,179.47
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",49,"888","DM","CC",1,0,"Graminoid",1,51.18
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",49,"888","DM","CC",1,0,"Total",1,230.65
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",50,"889","DM","CC",1,0,"Forb",1,153
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",50,"889","DM","CC",1,0,"Graminoid",1,10.26
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",50,"889","DM","CC",1,0,"Total",1,163.26
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",51,"890","DM","CC",1,0,"Forb",1,224.06
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",51,"890","DM","CC",1,0,"Graminoid",1,74.95
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",51,"890","DM","CC",1,0,"Total",1,299.01
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",52,"891","DM","CC",1,0,"Forb",1,85.84
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",52,"891","DM","CC",1,0,"Graminoid",1,22.17
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",52,"891","DM","CC",1,0,"Total",1,108.01
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",53,"417","DM","NN",1,0,"Forb",1,79.47
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",53,"417","DM","NN",1,0,"Graminoid",1,77.25
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",53,"417","DM","NN",1,0,"Total",1,156.72
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",54,"415","DM","NN",1,0,"Forb",1,15.97
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",54,"415","DM","NN",1,0,"Graminoid",1,232.7
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",54,"415","DM","NN",1,0,"Total",1,248.67
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",55,"864","DM","NN",1,0,"Forb",1,130.01
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",55,"864","DM","NN",1,0,"Graminoid",1,27.45
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",55,"864","DM","NN",1,0,"Total",1,157.46
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",56,"413","DM","NN",1,0,"Forb",1,86.96
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",56,"413","DM","NN",1,0,"Graminoid",1,27.6
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",56,"413","DM","NN",1,0,"Total",1,114.56
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",57,"868","DM","NP",1,0,"Forb",1,184.6
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",57,"868","DM","NP",1,0,"Graminoid",1,114.74
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",57,"868","DM","NP",1,0,"Total",1,299.34
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",58,"894","DM","NP",1,0,"Forb",1,154.61
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",58,"894","DM","NP",1,0,"Graminoid",1,71.51
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",58,"894","DM","NP",1,0,"Total",1,226.12
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",59,"866","DM","NP",1,0,"Forb",1,300.7
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",59,"866","DM","NP",1,0,"Graminoid",1,24.4
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",59,"866","DM","NP",1,0,"Total",1,325.1
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",60,"869","DM","NP",1,0,"Forb",1,231.14
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",60,"869","DM","NP",1,0,"Graminoid",1,103.58
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",60,"869","DM","NP",1,0,"Total",1,334.72
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",61,"400","DM","PP",1,0,"Forb",1,140.5
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",61,"400","DM","PP",1,0,"Graminoid",1,88.7
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",61,"400","DM","PP",1,0,"Total",1,229.2
"Niwot Ridge LTER","SDL snowfence",2014,NA,62,"416","DM","PP",1,0,"Forb",1,161.94
"Niwot Ridge LTER","SDL snowfence",2014,NA,62,"416","DM","PP",1,0,"Graminoid",1,113.08
"Niwot Ridge LTER","SDL snowfence",2014,NA,62,"416","DM","PP",1,0,"Total",1,275.02
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",63,"414","DM","PP",1,0,"Forb",1,120.06
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",63,"414","DM","PP",1,0,"Graminoid",1,31.75
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",63,"414","DM","PP",1,0,"Total",1,151.81
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",64,"412","DM","PP",1,0,"Forb",1,125.17
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",64,"412","DM","PP",1,0,"Graminoid",1,31.72
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",64,"412","DM","PP",1,0,"Total",1,156.89
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",65,"885","MM","CC",1,0,"Forb",1,79.31
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",65,"885","MM","CC",1,0,"Graminoid",1,76.3
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",65,"885","MM","CC",1,0,"Total",1,155.61
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",66,"883","MM","CC",1,0,"Forb",1,50.43
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",66,"883","MM","CC",1,0,"Graminoid",1,145.45
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",66,"883","MM","CC",1,0,"Total",1,195.88
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",67,"882","MM","CC",1,0,"Forb",1,51.43
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",67,"882","MM","CC",1,0,"Graminoid",1,84.14
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",67,"882","MM","CC",1,0,"Total",1,135.57
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",68,"887","MM","CC",1,0,"Forb",1,133.18
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",68,"887","MM","CC",1,0,"Graminoid",1,37.45
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",68,"887","MM","CC",1,0,"Total",1,170.63
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",69,"875","MM","NN",1,0,"Forb",1,42.18
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",69,"875","MM","NN",1,0,"Graminoid",1,152.58
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",69,"875","MM","NN",1,0,"Total",1,194.76
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",70,"884","MM","NN",1,0,"Forb",1,48.53
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",70,"884","MM","NN",1,0,"Graminoid",1,192.17
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-19",70,"884","MM","NN",1,0,"Total",1,240.7
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",71,"419","MM","NN",1,0,"Forb",1,73.7
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",71,"419","MM","NN",1,0,"Graminoid",1,121.56
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",71,"419","MM","NN",1,0,"Total",1,195.26
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",72,"880","MM","NN",1,0,"Forb",1,191.65
